utt1	utt2	asv_before	asv_after
LA_0037	LA_E_7673185	0.280013	0.254793
LA_0027	LA_E_7397434	0.293030	0.214194
LA_0045	LA_E_8792884	0.308732	0.243410
LA_0010	LA_E_1053797	0.106208	0.401081
LA_0027	LA_E_1301756	0.315354	0.250403
LA_0010	LA_E_3471461	0.222856	0.380107
LA_0045	LA_E_7434509	0.130620	0.278346
LA_0042	LA_E_7487309	0.298458	0.263869
LA_0031	LA_E_5744054	0.275798	0.377017
LA_0009	LA_E_7108280	0.314969	0.301041
LA_0019	LA_E_7620884	0.255022	0.285397
LA_0010	LA_E_8131218	0.165548	0.374371
LA_0011	LA_E_9847129	0.371395	0.288762
LA_0042	LA_E_5361943	0.176780	0.331647
LA_0035	LA_E_4712931	0.205890	0.308465
LA_0022	LA_E_4056939	0.229175	0.346924
LA_0016	LA_E_7661561	0.272476	0.251942
LA_0043	LA_E_2456681	0.281599	0.354158
LA_0037	LA_E_5667435	0.115900	0.338549
LA_0001	LA_E_3419023	0.233571	0.220352
LA_0016	LA_E_6217699	0.181321	0.268273
LA_0035	LA_E_6409898	0.246339	0.340721
LA_0041	LA_E_6723208	0.264717	0.330555
LA_0009	LA_E_3154071	0.195956	0.366479
LA_0009	LA_E_6413429	0.219266	0.281643
LA_0037	LA_E_6385327	0.206064	0.351686
LA_0042	LA_E_3190451	0.214618	0.371362
LA_0036	LA_E_6786709	0.279217	0.291257
LA_0018	LA_E_2458204	0.302377	0.227342
LA_0043	LA_E_3577705	0.288040	0.390341
LA_0016	LA_E_2172964	0.232759	0.355284
LA_0045	LA_E_7694653	0.213113	0.310409
LA_0013	LA_E_8118874	0.279942	0.293535
LA_0016	LA_E_1768192	0.301221	0.245476
LA_0032	LA_E_8590847	0.293072	0.343193
LA_0017	LA_E_1603570	0.236244	0.411611
LA_0037	LA_E_4517012	0.180108	0.400752
LA_0034	LA_E_3085516	0.193042	0.275034
LA_0039	LA_E_1499507	0.277615	0.258068
LA_0027	LA_E_4409988	0.365153	0.370943
LA_0023	LA_E_9741585	0.215480	0.409248
LA_0034	LA_E_1567330	0.182309	0.369044
LA_0018	LA_E_2854126	0.420546	0.230050
LA_0042	LA_E_6754038	0.271487	0.369198
LA_0004	LA_E_6583989	0.157505	0.313830
LA_0004	LA_E_7706675	0.133231	0.303115
LA_0019	LA_E_5231295	0.226723	0.389208
LA_0020	LA_E_7924241	0.056030	0.388642
LA_0028	LA_E_6414118	0.255986	0.404213
LA_0004	LA_E_7636373	0.136646	0.279453
LA_0045	LA_E_5258229	0.297826	0.293822
LA_0004	LA_E_4049611	0.356099	0.255746
LA_0036	LA_E_9351726	0.212452	0.383987
LA_0042	LA_E_5083001	0.194264	0.337995
LA_0036	LA_E_3497087	0.195192	0.272624
LA_0043	LA_E_5706857	0.309479	0.372947
LA_0004	LA_E_4048558	0.168242	0.327754
LA_0047	LA_E_1721212	0.219074	0.395403
LA_0041	LA_E_9053445	0.252147	0.347778
LA_0034	LA_E_9203619	0.212503	0.299273
LA_0008	LA_E_5322895	0.296792	0.231102
LA_0042	LA_E_2532139	0.328023	0.359276
LA_0028	LA_E_5593955	0.325079	0.244089
LA_0017	LA_E_1644905	0.236218	0.357724
LA_0004	LA_E_9020394	0.162524	0.347417
LA_0038	LA_E_2987280	0.263297	0.358345
LA_0017	LA_E_5810015	0.174275	0.328309
LA_0018	LA_E_5384156	0.258714	0.212088
LA_0014	LA_E_7970060	0.322778	0.294716
LA_0004	LA_E_2621295	0.041609	0.244287
LA_0041	LA_E_2544206	0.316840	0.356787
LA_0017	LA_E_6433877	0.301138	0.380704
LA_0025	LA_E_3480966	0.205095	0.377616
LA_0009	LA_E_4596132	0.170037	0.378234
LA_0009	LA_E_2748855	0.348397	0.292569
LA_0031	LA_E_5362271	0.174112	0.415298
LA_0031	LA_E_1211932	0.286159	0.231722
LA_0023	LA_E_7765886	0.248638	0.426351
LA_0019	LA_E_3673703	0.269178	0.388830
LA_0006	LA_E_4125001	0.218491	0.398922
LA_0004	LA_E_9098424	0.258868	0.383816
LA_0045	LA_E_5049397	0.130390	0.208673
LA_0045	LA_E_4903415	0.200169	0.254566
LA_0037	LA_E_1395552	0.253257	0.245359
LA_0029	LA_E_1441455	0.115408	0.376073
LA_0009	LA_E_2005096	0.198807	0.376917
LA_0008	LA_E_9395014	0.370893	0.410621
LA_0001	LA_E_5899229	0.315594	0.216049
LA_0017	LA_E_6822685	0.242733	0.348493
LA_0022	LA_E_3346353	0.356435	0.233314
LA_0023	LA_E_4694710	0.207995	0.367686
LA_0031	LA_E_7028286	0.305184	0.294322
LA_0027	LA_E_2660035	0.259981	0.390386
LA_0006	LA_E_5891428	0.239843	0.211977
LA_0027	LA_E_5047880	0.240722	0.385988
LA_0009	LA_E_7094448	0.280588	0.226061
LA_0041	LA_E_5706857	0.261107	0.275176
LA_0042	LA_E_5869890	0.177815	0.375432
LA_0045	LA_E_8004101	0.145614	0.384630
LA_0037	LA_E_1145965	0.178914	0.322546
LA_0036	LA_E_5191078	0.260778	0.253229
LA_0017	LA_E_3420406	0.192120	0.360426
LA_0026	LA_E_3541477	0.238401	0.277422
LA_0032	LA_E_3372566	0.204472	0.431481
LA_0033	LA_E_7564751	0.292571	0.249117
LA_0025	LA_E_9830496	0.202038	0.231099
LA_0041	LA_E_1935135	0.134579	0.240176
LA_0001	LA_E_9981609	0.268027	0.354630
LA_0001	LA_E_1933882	0.115459	0.330303
LA_0045	LA_E_8189451	0.223988	0.373653
LA_0036	LA_E_1971612	0.236745	0.306664
LA_0035	LA_E_5590452	0.310253	0.376840
LA_0033	LA_E_5467152	0.191407	0.347630
LA_0043	LA_E_4217025	0.280287	0.402908
LA_0019	LA_E_1518359	0.296581	0.309158
LA_0045	LA_E_3725702	0.263751	0.288891
LA_0022	LA_E_3572990	0.170986	0.349011
LA_0042	LA_E_3471187	0.336372	0.295746
LA_0044	LA_E_3754241	0.176694	0.327098
LA_0010	LA_E_6723208	0.215868	0.360049
LA_0044	LA_E_4801924	0.158930	0.278835
LA_0006	LA_E_9497025	0.213229	0.456523
LA_0014	LA_E_3885033	0.239653	0.340478
LA_0027	LA_E_3313944	0.254378	0.402459
LA_0020	LA_E_5972524	0.131899	0.364928
LA_0035	LA_E_6826899	0.290134	0.364909
LA_0039	LA_E_2467617	0.236974	0.268767
LA_0001	LA_E_7501521	0.182576	0.227735
LA_0014	LA_E_5923383	0.225402	0.305976
LA_0036	LA_E_7803346	0.207729	0.358862
LA_0023	LA_E_7459392	0.124923	0.299729
LA_0014	LA_E_6259763	0.350572	0.393277
LA_0026	LA_E_4148892	0.189877	0.251916
LA_0038	LA_E_9274211	0.373597	0.362892
LA_0013	LA_E_4943305	0.308499	0.391692
LA_0026	LA_E_1439904	0.234039	0.235955
LA_0041	LA_E_8789512	0.244705	0.247505
LA_0037	LA_E_7055986	0.262651	0.382660
LA_0011	LA_E_5160672	0.333269	0.344831
LA_0045	LA_E_6910266	0.219462	0.206357
LA_0048	LA_E_7902329	0.286888	0.390397
LA_0034	LA_E_4845413	0.196126	0.238305
LA_0025	LA_E_5358511	0.135896	0.331634
LA_0014	LA_E_1841613	0.239815	0.355332
LA_0021	LA_E_2987280	0.310134	0.389408
LA_0007	LA_E_3457350	0.229636	0.401605
LA_0039	LA_E_1304770	0.169068	0.423209
LA_0039	LA_E_3344290	0.337932	0.368262
LA_0031	LA_E_8378735	0.221197	0.259068
LA_0020	LA_E_4188335	0.134702	0.331963
LA_0043	LA_E_1352427	0.301198	0.392659
LA_0019	LA_E_3313393	0.171849	0.277364
LA_0043	LA_E_1768450	0.323470	0.290443
LA_0004	LA_E_4217025	0.138442	0.376900
LA_0001	LA_E_8962526	0.281788	0.289995
LA_0001	LA_E_4506237	0.261254	0.383363
LA_0037	LA_E_5821881	0.265595	0.396494
LA_0027	LA_E_3931632	0.127849	0.325733
LA_0027	LA_E_8959603	0.186247	0.276598
LA_0018	LA_E_9196975	0.293838	0.248273
LA_0028	LA_E_6255286	0.265005	0.298105
LA_0026	LA_E_2621295	0.259543	0.275799
LA_0034	LA_E_7028286	0.239707	0.366859
LA_0047	LA_E_2486913	0.006864	0.263972
LA_0023	LA_E_7180994	0.266594	0.376636
LA_0021	LA_E_4103863	0.323311	0.391568
LA_0031	LA_E_6433877	0.327059	0.371572
LA_0045	LA_E_5231295	0.237420	0.421442
LA_0004	LA_E_3466694	0.142007	0.327083
LA_0018	LA_E_2894498	0.288294	0.297671
LA_0004	LA_E_7218987	0.020674	0.224856
LA_0042	LA_E_6348642	0.328663	0.376347
LA_0038	LA_E_8645547	0.242249	0.324216
LA_0004	LA_E_4712931	0.079044	0.221396
LA_0028	LA_E_2497126	0.168651	0.349683
LA_0041	LA_E_2532139	0.221183	0.245596
LA_0025	LA_E_1770746	0.163797	0.364012
LA_0037	LA_E_3907090	0.209098	0.269047
LA_0041	LA_E_6807906	0.229476	0.383962
LA_0041	LA_E_2327160	0.345486	0.433907
LA_0042	LA_E_9447534	0.347872	0.400927
LA_0037	LA_E_5020759	0.200106	0.337195
LA_0015	LA_E_8130303	0.201188	0.353162
LA_0016	LA_E_7227174	0.161252	0.272857
LA_0039	LA_E_2224329	0.337789	0.326619
LA_0045	LA_E_4966722	0.195543	0.379566
LA_0031	LA_E_1841613	0.198993	0.432037
LA_0041	LA_E_2288596	0.240934	0.341820
LA_0035	LA_E_9397775	0.341490	0.227475
LA_0013	LA_E_6490551	0.205358	0.252194
LA_0042	LA_E_3931881	0.324080	0.312373
LA_0010	LA_E_3149837	0.170398	0.370195
LA_0017	LA_E_3154071	0.199675	0.366047
LA_0028	LA_E_4142493	0.250835	0.395384
LA_0035	LA_E_3219786	0.280658	0.374788
LA_0010	LA_E_8797117	0.201269	0.313649
LA_0032	LA_E_8563944	0.209278	0.419882
LA_0042	LA_E_2303581	0.239588	0.298425
LA_0026	LA_E_3346353	0.099378	0.383650
LA_0036	LA_E_9327099	0.244143	0.267450
LA_0035	LA_E_7892794	0.297419	0.397245
LA_0043	LA_E_6573455	0.323893	0.310544
LA_0006	LA_E_9882420	0.307888	0.385616
LA_0043	LA_E_8146949	0.309783	0.382186
LA_0042	LA_E_7569092	0.314913	0.278909
LA_0010	LA_E_2288596	0.307648	0.308012
LA_0022	LA_E_4440967	0.206245	0.197297
LA_0043	LA_E_3480679	0.273023	0.255162
LA_0042	LA_E_5818870	0.206101	0.411809
LA_0043	LA_E_4376749	0.263919	0.353330
LA_0009	LA_E_3885033	0.201023	0.357356
LA_0018	LA_E_1370474	0.231304	0.345336
LA_0043	LA_E_5891428	0.295470	0.325588
LA_0045	LA_E_4160898	0.291373	0.402256
LA_0033	LA_E_3931881	0.166994	0.407449
LA_0037	LA_E_9272203	0.180436	0.357389
LA_0047	LA_E_9163883	0.255846	0.414074
LA_0034	LA_E_6668228	0.164442	0.366431
LA_0031	LA_E_6746912	0.185036	0.372668
LA_0007	LA_E_1541503	0.261870	0.244036
LA_0011	LA_E_6089598	0.339595	0.309348
LA_0022	LA_E_6651536	0.169730	0.371920
LA_0041	LA_E_2224329	0.249722	0.336144
LA_0047	LA_E_7157028	0.214779	0.360209
LA_0031	LA_E_1087821	0.185046	0.408430
LA_0019	LA_E_9544869	0.279377	0.279619
LA_0032	LA_E_5397934	0.161686	0.382372
LA_0032	LA_E_9640136	0.231290	0.400512
LA_0039	LA_E_9803164	0.288066	0.289071
LA_0037	LA_E_2584900	0.132160	0.354959
LA_0022	LA_E_6680042	0.251202	0.394776
LA_0042	LA_E_7069760	0.300123	0.315803
LA_0009	LA_E_2823635	0.284927	0.224617
LA_0017	LA_E_7041363	0.175922	0.362978
LA_0022	LA_E_5901034	0.188246	0.224240
LA_0006	LA_E_7862236	0.281847	0.226380
LA_0008	LA_E_7365993	0.180748	0.340680
LA_0041	LA_E_1350377	0.131265	0.255176
LA_0034	LA_E_7536281	0.217320	0.408555
LA_0044	LA_E_2791911	0.242277	0.346057
LA_0037	LA_E_9197393	0.275795	0.381508
LA_0045	LA_E_3856159	0.138684	0.396132
LA_0044	LA_E_7455353	0.194471	0.371810
LA_0027	LA_E_8378735	0.258958	0.378812
LA_0016	LA_E_2734119	0.190070	0.342773
LA_0031	LA_E_1180334	0.274063	0.180821
LA_0007	LA_E_4882078	0.272023	0.315141
LA_0036	LA_E_6238566	0.212938	0.383612
LA_0009	LA_E_8789512	0.257165	0.345522
LA_0031	LA_E_4723892	0.260954	0.409348
LA_0043	LA_E_5196059	0.297833	0.234015
LA_0034	LA_E_2981470	0.152357	0.360742
LA_0041	LA_E_1315925	0.188701	0.278489
LA_0022	LA_E_9667786	0.199534	0.211244
LA_0010	LA_E_8378301	0.086530	0.297760
LA_0033	LA_E_2821360	0.214853	0.362265
LA_0010	LA_E_5328944	0.243319	0.231434
LA_0047	LA_E_4903415	0.104738	0.321175
LA_0030	LA_E_9265511	0.324191	0.310253
LA_0047	LA_E_3286136	0.232379	0.339160
LA_0023	LA_E_9352155	0.195453	0.364006
LA_0033	LA_E_8054101	0.161873	0.274136
LA_0036	LA_E_4648870	0.229876	0.378749
LA_0037	LA_E_5882697	0.205371	0.329614
LA_0045	LA_E_7977068	0.154478	0.288014
LA_0030	LA_E_1632352	0.400070	0.315261
LA_0019	LA_E_4909241	0.223948	0.392949
LA_0006	LA_E_7503369	0.441420	0.323494
LA_0026	LA_E_5625513	0.209533	0.241327
LA_0043	LA_E_7700685	0.303727	0.230812
LA_0010	LA_E_7643815	0.281702	0.397209
LA_0045	LA_E_5254592	0.195781	0.321373
LA_0027	LA_E_6723208	0.349288	0.373118
LA_0037	LA_E_2648590	0.149694	0.278594
LA_0010	LA_E_8537441	0.136680	0.382542
LA_0031	LA_E_9124554	0.348437	0.200899
LA_0017	LA_E_2099206	0.175748	0.401975
LA_0022	LA_E_2621295	0.217860	0.219290
LA_0017	LA_E_1258871	0.263617	0.383623
LA_0035	LA_E_7570949	0.330960	0.249220
LA_0025	LA_E_5141283	0.270074	0.422786
LA_0016	LA_E_4537790	0.260594	0.216884
LA_0013	LA_E_2453283	0.340074	0.330256
LA_0031	LA_E_6250591	0.253801	0.378374
LA_0027	LA_E_8560629	0.306492	0.237468
LA_0031	LA_E_7862687	0.214625	0.387639
LA_0017	LA_E_5923383	0.160184	0.290409
LA_0007	LA_E_3144502	0.278811	0.224844
LA_0030	LA_E_3495362	0.360454	0.325001
LA_0039	LA_E_5742570	0.298986	0.350262
LA_0020	LA_E_6918683	0.084179	0.381975
LA_0006	LA_E_9587391	0.174827	0.384826
LA_0039	LA_E_1241701	0.024415	0.358603
LA_0005	LA_E_1071484	0.310068	0.229682
LA_0045	LA_E_5624940	0.247484	0.343275
LA_0027	LA_E_9722693	0.163404	0.326974
LA_0028	LA_E_7765886	0.310792	0.337539
LA_0016	LA_E_1567330	0.205419	0.264660
LA_0037	LA_E_6845521	0.272263	0.382721
LA_0030	LA_E_3457350	0.294361	0.243466
LA_0015	LA_E_6966715	0.106973	0.236431
LA_0019	LA_E_3833106	0.296224	0.404686
LA_0019	LA_E_5953449	0.214525	0.407266
LA_0023	LA_E_9698333	0.289232	0.387362
LA_0006	LA_E_4587643	0.451185	0.394547
LA_0037	LA_E_6226411	0.336321	0.322783
LA_0025	LA_E_2315971	0.132513	0.407444
LA_0023	LA_E_2461022	0.200111	0.315508
LA_0045	LA_E_7108280	0.145911	0.340363
LA_0019	LA_E_4298805	0.269048	0.245278
LA_0027	LA_E_7184368	0.100407	0.321996
LA_0034	LA_E_2536345	-0.000973	0.359546
LA_0038	LA_E_4142452	0.339380	0.261070
LA_0042	LA_E_8319656	0.328034	0.294402
LA_0037	LA_E_1603570	0.347056	0.302958
LA_0022	LA_E_2927167	0.157702	0.340719
LA_0016	LA_E_4691178	0.175446	0.206975
LA_0042	LA_E_1392000	0.330937	0.346992
LA_0009	LA_E_5806434	0.139464	0.373312
LA_0017	LA_E_8234832	0.155526	0.353982
LA_0043	LA_E_5869890	0.217870	0.272360
LA_0002	LA_E_3876047	0.216624	0.382714
LA_0039	LA_E_2371703	0.353649	0.236224
LA_0028	LA_E_6231208	0.334013	0.228407
LA_0041	LA_E_2845818	0.137566	0.265418
LA_0018	LA_E_9601956	0.286176	0.279828
LA_0037	LA_E_6680042	0.306836	0.226734
LA_0016	LA_E_2303581	0.142835	0.279807
LA_0034	LA_E_7857986	0.156592	0.364767
LA_0037	LA_E_9647402	0.231961	0.350559
LA_0009	LA_E_6234427	0.251950	0.389505
LA_0039	LA_E_8840762	0.261015	0.299891
LA_0036	LA_E_8969012	0.272750	0.386556
LA_0036	LA_E_9082970	0.337483	0.326596
LA_0007	LA_E_9060552	0.222946	0.408047
LA_0010	LA_E_4903568	0.220373	0.375218
LA_0026	LA_E_3398123	0.170429	0.376145
LA_0001	LA_E_2196801	0.183278	0.433098
LA_0004	LA_E_9949425	0.297272	0.283154
LA_0034	LA_E_5328944	0.226332	0.309339
LA_0036	LA_E_4146370	0.211196	0.378423
LA_0027	LA_E_1241701	0.071789	0.309305
LA_0022	LA_E_8786056	0.150408	0.203203
LA_0010	LA_E_1301756	0.163783	0.402183
LA_0018	LA_E_2198141	0.252338	0.401204
LA_0005	LA_E_2594175	0.275614	0.234444
LA_0033	LA_E_1893259	0.245588	0.394106
LA_0025	LA_E_6642570	0.173750	0.399380
LA_0022	LA_E_3616578	0.096218	0.402263
LA_0042	LA_E_4218432	0.300983	0.236446
LA_0023	LA_E_7690893	0.245697	0.405485
LA_0025	LA_E_3422999	0.148827	0.397674
LA_0001	LA_E_9741585	0.203910	0.390027
LA_0041	LA_E_8970114	0.206236	0.247185
LA_0007	LA_E_8099558	0.327042	0.412857
LA_0045	LA_E_9395014	0.019005	0.331821
LA_0031	LA_E_6543651	0.397923	0.423265
LA_0011	LA_E_1010349	0.405858	0.351622
LA_0009	LA_E_6409898	0.224117	0.382967
LA_0030	LA_E_1852684	0.238235	0.237171
LA_0023	LA_E_6336673	0.251383	0.253249
LA_0042	LA_E_1649471	0.263107	0.393331
LA_0047	LA_E_7108280	0.250983	0.262904
LA_0031	LA_E_2041982	0.280907	0.408127
LA_0028	LA_E_2453283	0.232950	0.359913
LA_0004	LA_E_6669611	0.162665	0.258977
LA_0043	LA_E_5504343	0.237195	0.399067
LA_0004	LA_E_1350377	0.051099	0.274198
LA_0041	LA_E_2222270	0.221169	0.188163
LA_0043	LA_E_6712126	0.325121	0.281432
LA_0043	LA_E_6668228	0.293063	0.415449
LA_0039	LA_E_9197393	0.202935	0.213481
LA_0042	LA_E_3212084	0.222437	0.362216
LA_0044	LA_E_5400677	0.224599	0.309188
LA_0041	LA_E_6891052	0.256387	0.288547
LA_0025	LA_E_2822683	0.161716	0.229661
LA_0043	LA_E_1358628	0.288889	0.365312
LA_0010	LA_E_8881522	0.078352	0.362169
LA_0019	LA_E_4160898	0.369572	0.314659
LA_0035	LA_E_2362137	0.160220	0.341421
LA_0030	LA_E_5989469	0.222331	0.189581
LA_0022	LA_E_8388654	0.254199	0.278801
LA_0043	LA_E_9553910	0.258645	0.353888
LA_0025	LA_E_6551658	0.132140	0.269432
LA_0038	LA_E_6336673	0.338020	0.326202
LA_0004	LA_E_2764349	0.167911	0.214682
LA_0022	LA_E_8434174	0.187701	0.313487
LA_0031	LA_E_4829659	0.216762	0.342340
LA_0031	LA_E_1978236	0.252073	0.397015
LA_0005	LA_E_6052276	0.166200	0.365610
LA_0043	LA_E_1392000	0.244568	0.335439
LA_0004	LA_E_9789371	0.340763	0.302861
LA_0037	LA_E_2304975	0.201704	0.388175
LA_0001	LA_E_6286844	0.254360	0.409301
LA_0041	LA_E_4903568	0.347106	0.279835
LA_0039	LA_E_1935135	0.206687	0.407026
LA_0035	LA_E_1526839	0.338470	0.353828
LA_0045	LA_E_5906048	0.185160	0.252146
LA_0020	LA_E_2204836	0.158331	0.344997
LA_0032	LA_E_6500771	0.120421	0.362592
LA_0016	LA_E_3833106	0.182374	0.403189
LA_0022	LA_E_5248605	0.264379	0.272745
LA_0020	LA_E_1819968	-0.037000	0.298380
LA_0028	LA_E_4103863	0.355640	0.405318
LA_0037	LA_E_4679978	0.267427	0.424014
LA_0045	LA_E_7857986	0.250870	0.321846
LA_0031	LA_E_6237402	0.209543	0.358964
LA_0036	LA_E_7410535	0.241845	0.387052
LA_0037	LA_E_6906931	0.164103	0.362441
LA_0043	LA_E_2351298	0.136963	0.274454
LA_0007	LA_E_2397551	0.368961	0.300338
LA_0016	LA_E_9683949	0.101738	0.364161
LA_0035	LA_E_7482442	0.356004	0.254398
LA_0034	LA_E_7564751	0.270081	0.379507
LA_0031	LA_E_3541477	0.297158	0.274403
LA_0030	LA_E_1513280	0.259968	0.388397
LA_0035	LA_E_2204836	0.237295	0.348623
LA_0008	LA_E_3038793	0.398218	0.234249
LA_0009	LA_E_4523976	0.210123	0.393577
LA_0037	LA_E_5296134	0.178987	0.322960
LA_0041	LA_E_6433877	0.247711	0.226652
LA_0045	LA_E_3219786	0.198264	0.231919
LA_0043	LA_E_7365993	0.194566	0.349870
