utt1	utt2	asv_before	asv_after
LA_0018	LA_E_8563944	0.287788	0.271681
LA_0016	LA_E_8547733	0.126245	0.281027
LA_0016	LA_E_2896889	0.222101	0.359311
LA_0017	LA_E_5928848	0.358397	0.347860
LA_0022	LA_E_4376357	0.157087	0.308762
LA_0023	LA_E_8563944	0.177498	0.362263
LA_0007	LA_E_1010349	0.343833	0.327759
LA_0037	LA_E_9667786	0.353514	0.377398
LA_0009	LA_E_1819595	0.162285	0.289239
LA_0045	LA_E_6346117	0.197513	0.345627
LA_0027	LA_E_4856684	0.209247	0.337314
LA_0036	LA_E_7455353	0.291107	0.296071
LA_0031	LA_E_2714189	0.157339	0.351390
LA_0010	LA_E_4218432	0.221326	0.346673
LA_0045	LA_E_2514376	0.293326	0.235423
LA_0004	LA_E_3306877	0.181568	0.315632
LA_0045	LA_E_4352922	0.200936	0.319930
LA_0016	LA_E_2724873	0.138691	0.293559
LA_0025	LA_E_3246059	0.130668	0.259673
LA_0007	LA_E_3527138	0.253515	0.312762
LA_0037	LA_E_6873356	0.210910	0.375992
LA_0013	LA_E_6500771	0.237954	0.357184
LA_0027	LA_E_5899892	0.226605	0.351955
LA_0022	LA_E_2097092	0.198996	0.342446
LA_0021	LA_E_3775722	0.121308	0.268167
LA_0018	LA_E_5588661	0.291247	0.279420
LA_0043	LA_E_4325150	0.296386	0.268750
LA_0043	LA_E_4479083	0.299418	0.302203
LA_0007	LA_E_8601887	0.178375	0.319062
LA_0037	LA_E_5376768	0.246405	0.275986
LA_0034	LA_E_8146949	0.145106	0.301358
LA_0011	LA_E_1357326	0.352414	0.324705
LA_0026	LA_E_4352922	0.173274	0.284700
LA_0045	LA_E_5668603	0.206306	0.328403
LA_0025	LA_E_1174819	0.218350	0.362379
LA_0031	LA_E_5329393	0.268407	0.270006
LA_0023	LA_E_7721272	0.317261	0.304488
LA_0039	LA_E_7386758	0.378613	0.401508
LA_0004	LA_E_5901444	0.117513	0.360399
LA_0006	LA_E_9005251	0.334069	0.295289
LA_0009	LA_E_1046597	0.275187	0.301643
LA_0011	LA_E_2458204	0.377712	0.269400
LA_0037	LA_E_7673185	0.280013	0.278957
LA_0027	LA_E_7397434	0.293030	0.272073
LA_0045	LA_E_8792884	0.308732	0.314978
LA_0010	LA_E_1053797	0.106208	0.254721
LA_0027	LA_E_1301756	0.315354	0.304575
LA_0010	LA_E_3471461	0.222856	0.354498
LA_0045	LA_E_7434509	0.130620	0.287451
LA_0042	LA_E_7487309	0.298458	0.273582
LA_0031	LA_E_5744054	0.275798	0.258890
LA_0009	LA_E_7108280	0.314969	0.316970
LA_0019	LA_E_7620884	0.255022	0.270043
LA_0010	LA_E_8131218	0.165548	0.335803
LA_0011	LA_E_9847129	0.371395	0.343410
LA_0042	LA_E_5361943	0.176780	0.287202
LA_0035	LA_E_4712931	0.205890	0.347310
LA_0022	LA_E_4056939	0.229175	0.236582
LA_0016	LA_E_7661561	0.272476	0.252209
LA_0043	LA_E_2456681	0.281599	0.269006
LA_0037	LA_E_5667435	0.115900	0.267526
LA_0001	LA_E_3419023	0.233571	0.261397
LA_0016	LA_E_6217699	0.181321	0.296010
LA_0035	LA_E_6409898	0.246339	0.353650
LA_0041	LA_E_6723208	0.264717	0.247088
LA_0009	LA_E_3154071	0.195956	0.350487
LA_0009	LA_E_6413429	0.219266	0.388199
LA_0037	LA_E_6385327	0.206064	0.364275
LA_0042	LA_E_3190451	0.214618	0.362843
LA_0036	LA_E_6786709	0.279217	0.299813
LA_0018	LA_E_2458204	0.302377	0.359051
LA_0043	LA_E_3577705	0.288040	0.286980
LA_0016	LA_E_2172964	0.232759	0.365093
LA_0045	LA_E_7694653	0.213113	0.250184
LA_0013	LA_E_8118874	0.279942	0.309059
LA_0016	LA_E_1768192	0.301221	0.356423
LA_0032	LA_E_8590847	0.293072	0.315287
LA_0017	LA_E_1603570	0.236244	0.352862
LA_0037	LA_E_4517012	0.180108	0.370054
LA_0034	LA_E_3085516	0.193042	0.309652
LA_0039	LA_E_1499507	0.277615	0.301615
LA_0027	LA_E_4409988	0.365153	0.350405
LA_0023	LA_E_9741585	0.215480	0.378054
LA_0034	LA_E_1567330	0.182309	0.321211
LA_0018	LA_E_2854126	0.420546	0.265706
LA_0042	LA_E_6754038	0.271487	0.261510
LA_0004	LA_E_6583989	0.157505	0.336744
LA_0004	LA_E_7706675	0.133231	0.287736
LA_0019	LA_E_5231295	0.226723	0.341829
LA_0020	LA_E_7924241	0.056030	0.352325
LA_0028	LA_E_6414118	0.255986	0.372486
LA_0004	LA_E_7636373	0.136646	0.255755
LA_0045	LA_E_5258229	0.297826	0.303786
LA_0004	LA_E_4049611	0.356099	0.334536
LA_0036	LA_E_9351726	0.212452	0.360305
LA_0042	LA_E_5083001	0.194264	0.357988
LA_0036	LA_E_3497087	0.195192	0.363592
LA_0043	LA_E_5706857	0.309479	0.293586
LA_0004	LA_E_4048558	0.168242	0.312973
LA_0047	LA_E_1721212	0.219074	0.314458
LA_0041	LA_E_9053445	0.252147	0.395030
LA_0034	LA_E_9203619	0.212503	0.333047
LA_0008	LA_E_5322895	0.296792	0.316644
LA_0042	LA_E_2532139	0.328023	0.340133
LA_0028	LA_E_5593955	0.325079	0.285673
LA_0017	LA_E_1644905	0.236218	0.323521
LA_0004	LA_E_9020394	0.162524	0.334382
LA_0038	LA_E_2987280	0.263297	0.281844
LA_0017	LA_E_5810015	0.174275	0.320496
LA_0018	LA_E_5384156	0.258714	0.247392
LA_0014	LA_E_7970060	0.322778	0.314593
LA_0004	LA_E_2621295	0.041609	0.325134
LA_0041	LA_E_2544206	0.316840	0.300587
LA_0017	LA_E_6433877	0.301138	0.318756
LA_0025	LA_E_3480966	0.205095	0.359085
LA_0009	LA_E_4596132	0.170037	0.326096
LA_0009	LA_E_2748855	0.348397	0.333988
LA_0031	LA_E_5362271	0.174112	0.333091
LA_0031	LA_E_1211932	0.286159	0.304213
LA_0023	LA_E_7765886	0.248638	0.345819
LA_0019	LA_E_3673703	0.269178	0.285797
LA_0006	LA_E_4125001	0.218491	0.317381
LA_0004	LA_E_9098424	0.258868	0.249236
LA_0045	LA_E_5049397	0.130390	0.289060
LA_0045	LA_E_4903415	0.200169	0.240802
LA_0037	LA_E_1395552	0.253257	0.360586
LA_0029	LA_E_1441455	0.115408	0.394645
LA_0009	LA_E_2005096	0.198807	0.366940
LA_0008	LA_E_9395014	0.370893	0.364339
LA_0001	LA_E_5899229	0.315594	0.304955
LA_0017	LA_E_6822685	0.242733	0.258439
LA_0022	LA_E_3346353	0.356435	0.368174
LA_0023	LA_E_4694710	0.207995	0.343815
LA_0031	LA_E_7028286	0.305184	0.307513
LA_0027	LA_E_2660035	0.259981	0.373570
LA_0006	LA_E_5891428	0.239843	0.280323
LA_0027	LA_E_5047880	0.240722	0.366864
LA_0009	LA_E_7094448	0.280588	0.305408
LA_0041	LA_E_5706857	0.261107	0.367840
LA_0042	LA_E_5869890	0.177815	0.357919
LA_0045	LA_E_8004101	0.145614	0.265550
LA_0037	LA_E_1145965	0.178914	0.279102
LA_0036	LA_E_5191078	0.260778	0.281734
LA_0017	LA_E_3420406	0.192120	0.355528
LA_0026	LA_E_3541477	0.238401	0.353638
LA_0032	LA_E_3372566	0.204472	0.356293
LA_0033	LA_E_7564751	0.292571	0.300424
LA_0025	LA_E_9830496	0.202038	0.383734
LA_0041	LA_E_1935135	0.134579	0.272982
LA_0001	LA_E_9981609	0.268027	0.375240
LA_0001	LA_E_1933882	0.115459	0.268438
LA_0045	LA_E_8189451	0.223988	0.351240
LA_0036	LA_E_1971612	0.236745	0.296268
LA_0035	LA_E_5590452	0.310253	0.280804
LA_0033	LA_E_5467152	0.191407	0.356582
LA_0043	LA_E_4217025	0.280287	0.281140
LA_0019	LA_E_1518359	0.296581	0.331628
LA_0045	LA_E_3725702	0.263751	0.326398
LA_0022	LA_E_3572990	0.170986	0.340536
LA_0042	LA_E_3471187	0.336372	0.326491
LA_0044	LA_E_3754241	0.176694	0.368259
LA_0010	LA_E_6723208	0.215868	0.389376
LA_0044	LA_E_4801924	0.158930	0.334224
LA_0006	LA_E_9497025	0.213229	0.248067
LA_0014	LA_E_3885033	0.239653	0.352702
LA_0027	LA_E_3313944	0.254378	0.329275
LA_0020	LA_E_5972524	0.131899	0.285763
LA_0035	LA_E_6826899	0.290134	0.276277
LA_0039	LA_E_2467617	0.236974	0.250660
LA_0001	LA_E_7501521	0.182576	0.344459
LA_0014	LA_E_5923383	0.225402	0.327627
LA_0036	LA_E_7803346	0.207729	0.339154
LA_0023	LA_E_7459392	0.124923	0.277111
LA_0014	LA_E_6259763	0.350572	0.368228
LA_0026	LA_E_4148892	0.189877	0.319806
LA_0038	LA_E_9274211	0.373597	0.369154
LA_0013	LA_E_4943305	0.308499	0.309420
LA_0026	LA_E_1439904	0.234039	0.356495
LA_0041	LA_E_8789512	0.244705	0.367208
LA_0037	LA_E_7055986	0.262651	0.349227
LA_0011	LA_E_5160672	0.333269	0.300413
LA_0045	LA_E_6910266	0.219462	0.369414
LA_0048	LA_E_7902329	0.286888	0.266603
LA_0034	LA_E_4845413	0.196126	0.335587
LA_0025	LA_E_5358511	0.135896	0.325632
LA_0014	LA_E_1841613	0.239815	0.331483
LA_0021	LA_E_2987280	0.310134	0.315220
LA_0007	LA_E_3457350	0.229636	0.361273
LA_0039	LA_E_1304770	0.169068	0.375004
LA_0039	LA_E_3344290	0.337932	0.341357
LA_0031	LA_E_8378735	0.221197	0.363519
LA_0020	LA_E_4188335	0.134702	0.256937
LA_0043	LA_E_1352427	0.301198	0.310879
LA_0019	LA_E_3313393	0.171849	0.269216
LA_0043	LA_E_1768450	0.323470	0.308793
LA_0004	LA_E_4217025	0.138442	0.298457
LA_0001	LA_E_8962526	0.281788	0.271053
LA_0001	LA_E_4506237	0.261254	0.358407
LA_0037	LA_E_5821881	0.265595	0.282920
LA_0027	LA_E_3931632	0.127849	0.352908
LA_0027	LA_E_8959603	0.186247	0.281932
LA_0018	LA_E_9196975	0.293838	0.278821
LA_0028	LA_E_6255286	0.265005	0.365050
LA_0026	LA_E_2621295	0.259543	0.262964
LA_0034	LA_E_7028286	0.239707	0.337995
LA_0047	LA_E_2486913	0.006864	0.347407
LA_0023	LA_E_7180994	0.266594	0.354673
LA_0021	LA_E_4103863	0.323311	0.276947
LA_0031	LA_E_6433877	0.327059	0.319595
LA_0045	LA_E_5231295	0.237420	0.253407
LA_0004	LA_E_3466694	0.142007	0.266836
LA_0018	LA_E_2894498	0.288294	0.291114
LA_0004	LA_E_7218987	0.020674	0.344544
LA_0042	LA_E_6348642	0.328663	0.328238
LA_0038	LA_E_8645547	0.242249	0.367731
LA_0004	LA_E_4712931	0.079044	0.327348
LA_0028	LA_E_2497126	0.168651	0.306426
LA_0041	LA_E_2532139	0.221183	0.383674
LA_0025	LA_E_1770746	0.163797	0.336773
LA_0037	LA_E_3907090	0.209098	0.410093
LA_0041	LA_E_6807906	0.229476	0.361150
LA_0041	LA_E_2327160	0.345486	0.303779
LA_0042	LA_E_9447534	0.347872	0.355327
LA_0037	LA_E_5020759	0.200106	0.268529
LA_0015	LA_E_8130303	0.201188	0.352357
LA_0016	LA_E_7227174	0.161252	0.309136
LA_0039	LA_E_2224329	0.337789	0.317060
LA_0045	LA_E_4966722	0.195543	0.348950
LA_0031	LA_E_1841613	0.198993	0.345468
LA_0041	LA_E_2288596	0.240934	0.379292
LA_0035	LA_E_9397775	0.341490	0.314303
LA_0013	LA_E_6490551	0.205358	0.351173
LA_0042	LA_E_3931881	0.324080	0.328624
LA_0010	LA_E_3149837	0.170398	0.344244
LA_0017	LA_E_3154071	0.199675	0.328885
LA_0028	LA_E_4142493	0.250835	0.377534
LA_0035	LA_E_3219786	0.280658	0.285029
LA_0010	LA_E_8797117	0.201269	0.324749
LA_0032	LA_E_8563944	0.209278	0.391752
LA_0042	LA_E_2303581	0.239588	0.242489
LA_0026	LA_E_3346353	0.099378	0.269487
LA_0036	LA_E_9327099	0.244143	0.278034
LA_0035	LA_E_7892794	0.297419	0.296525
LA_0043	LA_E_6573455	0.323893	0.319681
LA_0006	LA_E_9882420	0.307888	0.287204
LA_0043	LA_E_8146949	0.309783	0.314644
LA_0042	LA_E_7569092	0.314913	0.317302
LA_0010	LA_E_2288596	0.307648	0.288811
LA_0022	LA_E_4440967	0.206245	0.375558
LA_0043	LA_E_3480679	0.273023	0.272530
LA_0042	LA_E_5818870	0.206101	0.322429
LA_0043	LA_E_4376749	0.263919	0.246293
LA_0009	LA_E_3885033	0.201023	0.333829
LA_0018	LA_E_1370474	0.231304	0.334844
LA_0043	LA_E_5891428	0.295470	0.316074
LA_0045	LA_E_4160898	0.291373	0.292129
LA_0033	LA_E_3931881	0.166994	0.325357
LA_0037	LA_E_9272203	0.180436	0.342229
LA_0047	LA_E_9163883	0.255846	0.257485
LA_0034	LA_E_6668228	0.164442	0.293747
LA_0031	LA_E_6746912	0.185036	0.270161
LA_0007	LA_E_1541503	0.261870	0.293425
LA_0011	LA_E_6089598	0.339595	0.302349
LA_0022	LA_E_6651536	0.169730	0.346596
LA_0041	LA_E_2224329	0.249722	0.271501
LA_0047	LA_E_7157028	0.214779	0.323311
LA_0031	LA_E_1087821	0.185046	0.311965
LA_0019	LA_E_9544869	0.279377	0.266077
LA_0032	LA_E_5397934	0.161686	0.378883
LA_0032	LA_E_9640136	0.231290	0.339023
LA_0039	LA_E_9803164	0.288066	0.287252
LA_0037	LA_E_2584900	0.132160	0.329854
LA_0022	LA_E_6680042	0.251202	0.251066
LA_0042	LA_E_7069760	0.300123	0.300097
LA_0009	LA_E_2823635	0.284927	0.287600
LA_0017	LA_E_7041363	0.175922	0.315205
LA_0022	LA_E_5901034	0.188246	0.335927
LA_0006	LA_E_7862236	0.281847	0.314896
LA_0008	LA_E_7365993	0.180748	0.283511
LA_0041	LA_E_1350377	0.131265	0.286601
LA_0034	LA_E_7536281	0.217320	0.316137
LA_0044	LA_E_2791911	0.242277	0.326845
LA_0037	LA_E_9197393	0.275795	0.259894
LA_0045	LA_E_3856159	0.138684	0.312670
LA_0044	LA_E_7455353	0.194471	0.343995
LA_0027	LA_E_8378735	0.258958	0.259732
LA_0016	LA_E_2734119	0.190070	0.365557
LA_0031	LA_E_1180334	0.274063	0.275215
LA_0007	LA_E_4882078	0.272023	0.304280
LA_0036	LA_E_6238566	0.212938	0.377481
LA_0009	LA_E_8789512	0.257165	0.270070
LA_0031	LA_E_4723892	0.260954	0.268679
LA_0043	LA_E_5196059	0.297833	0.290474
LA_0034	LA_E_2981470	0.152357	0.278845
LA_0041	LA_E_1315925	0.188701	0.353347
LA_0022	LA_E_9667786	0.199534	0.358773
LA_0010	LA_E_8378301	0.086530	0.256709
LA_0033	LA_E_2821360	0.214853	0.383329
LA_0010	LA_E_5328944	0.243319	0.239175
LA_0047	LA_E_4903415	0.104738	0.272639
LA_0030	LA_E_9265511	0.324191	0.313733
LA_0047	LA_E_3286136	0.232379	0.317357
LA_0023	LA_E_9352155	0.195453	0.299951
LA_0033	LA_E_8054101	0.161873	0.315782
LA_0036	LA_E_4648870	0.229876	0.344960
LA_0037	LA_E_5882697	0.205371	0.326179
LA_0045	LA_E_7977068	0.154478	0.315862
LA_0030	LA_E_1632352	0.400070	0.256626
LA_0019	LA_E_4909241	0.223948	0.368326
LA_0006	LA_E_7503369	0.441420	0.385355
LA_0026	LA_E_5625513	0.209533	0.349624
LA_0043	LA_E_7700685	0.303727	0.325909
LA_0010	LA_E_7643815	0.281702	0.239849
LA_0045	LA_E_5254592	0.195781	0.326305
LA_0027	LA_E_6723208	0.349288	0.342468
LA_0037	LA_E_2648590	0.149694	0.336048
LA_0010	LA_E_8537441	0.136680	0.316344
LA_0031	LA_E_9124554	0.348437	0.358749
LA_0017	LA_E_2099206	0.175748	0.341382
LA_0022	LA_E_2621295	0.217860	0.367996
LA_0017	LA_E_1258871	0.263617	0.267557
LA_0035	LA_E_7570949	0.330960	0.302350
LA_0025	LA_E_5141283	0.270074	0.288169
LA_0016	LA_E_4537790	0.260594	0.264984
LA_0013	LA_E_2453283	0.340074	0.320221
LA_0031	LA_E_6250591	0.253801	0.268818
LA_0027	LA_E_8560629	0.306492	0.312735
LA_0031	LA_E_7862687	0.214625	0.335979
LA_0017	LA_E_5923383	0.160184	0.318587
LA_0007	LA_E_3144502	0.278811	0.277833
LA_0030	LA_E_3495362	0.360454	0.336169
LA_0039	LA_E_5742570	0.298986	0.332519
LA_0020	LA_E_6918683	0.084179	0.266978
LA_0006	LA_E_9587391	0.174827	0.306563
LA_0039	LA_E_1241701	0.024415	0.263350
LA_0005	LA_E_1071484	0.310068	0.287316
LA_0045	LA_E_5624940	0.247484	0.264654
LA_0027	LA_E_9722693	0.163404	0.361869
LA_0028	LA_E_7765886	0.310792	0.277732
LA_0016	LA_E_1567330	0.205419	0.350898
LA_0037	LA_E_6845521	0.272263	0.339380
LA_0030	LA_E_3457350	0.294361	0.295905
LA_0015	LA_E_6966715	0.106973	0.327206
LA_0019	LA_E_3833106	0.296224	0.284550
LA_0019	LA_E_5953449	0.214525	0.377889
LA_0023	LA_E_9698333	0.289232	0.260953
LA_0006	LA_E_4587643	0.451185	0.284875
LA_0037	LA_E_6226411	0.336321	0.324894
LA_0025	LA_E_2315971	0.132513	0.300690
LA_0023	LA_E_2461022	0.200111	0.321294
LA_0045	LA_E_7108280	0.145911	0.310058
LA_0019	LA_E_4298805	0.269048	0.280368
LA_0027	LA_E_7184368	0.100407	0.254440
LA_0034	LA_E_2536345	-0.000973	0.332552
LA_0038	LA_E_4142452	0.339380	0.295960
LA_0042	LA_E_8319656	0.328034	0.323704
LA_0037	LA_E_1603570	0.347056	0.319567
LA_0022	LA_E_2927167	0.157702	0.318339
LA_0016	LA_E_4691178	0.175446	0.279139
LA_0042	LA_E_1392000	0.330937	0.333355
LA_0009	LA_E_5806434	0.139464	0.269366
LA_0017	LA_E_8234832	0.155526	0.344242
LA_0043	LA_E_5869890	0.217870	0.245618
LA_0002	LA_E_3876047	0.216624	0.341881
LA_0039	LA_E_2371703	0.353649	0.375040
LA_0028	LA_E_6231208	0.334013	0.267256
LA_0041	LA_E_2845818	0.137566	0.378166
LA_0018	LA_E_9601956	0.286176	0.276774
LA_0037	LA_E_6680042	0.306836	0.304466
LA_0016	LA_E_2303581	0.142835	0.335828
LA_0034	LA_E_7857986	0.156592	0.313137
LA_0037	LA_E_9647402	0.231961	0.391273
LA_0009	LA_E_6234427	0.251950	0.354699
LA_0039	LA_E_8840762	0.261015	0.287637
LA_0036	LA_E_8969012	0.272750	0.299361
LA_0036	LA_E_9082970	0.337483	0.315691
LA_0007	LA_E_9060552	0.222946	0.347084
LA_0010	LA_E_4903568	0.220373	0.367622
LA_0026	LA_E_3398123	0.170429	0.277905
LA_0001	LA_E_2196801	0.183278	0.321476
LA_0004	LA_E_9949425	0.297272	0.315059
LA_0034	LA_E_5328944	0.226332	0.329981
LA_0036	LA_E_4146370	0.211196	0.349495
LA_0027	LA_E_1241701	0.071789	0.259920
LA_0022	LA_E_8786056	0.150408	0.277908
LA_0010	LA_E_1301756	0.163783	0.317751
LA_0018	LA_E_2198141	0.252338	0.358070
LA_0005	LA_E_2594175	0.275614	0.271823
LA_0033	LA_E_1893259	0.245588	0.256847
LA_0025	LA_E_6642570	0.173750	0.339093
LA_0022	LA_E_3616578	0.096218	0.263754
LA_0042	LA_E_4218432	0.300983	0.268868
LA_0023	LA_E_7690893	0.245697	0.326240
LA_0025	LA_E_3422999	0.148827	0.280285
LA_0001	LA_E_9741585	0.203910	0.379895
LA_0041	LA_E_8970114	0.206236	0.340632
LA_0007	LA_E_8099558	0.327042	0.326398
LA_0045	LA_E_9395014	0.019005	0.339530
LA_0031	LA_E_6543651	0.397923	0.381438
LA_0011	LA_E_1010349	0.405858	0.278131
LA_0009	LA_E_6409898	0.224117	0.242853
LA_0030	LA_E_1852684	0.238235	0.345616
LA_0023	LA_E_6336673	0.251383	0.361846
LA_0042	LA_E_1649471	0.263107	0.355620
LA_0047	LA_E_7108280	0.250983	0.273946
LA_0031	LA_E_2041982	0.280907	0.266711
LA_0028	LA_E_2453283	0.232950	0.363219
LA_0004	LA_E_6669611	0.162665	0.340919
LA_0043	LA_E_5504343	0.237195	0.251625
LA_0004	LA_E_1350377	0.051099	0.244778
LA_0041	LA_E_2222270	0.221169	0.351378
LA_0043	LA_E_6712126	0.325121	0.305545
LA_0043	LA_E_6668228	0.293063	0.281043
LA_0039	LA_E_9197393	0.202935	0.371837
LA_0042	LA_E_3212084	0.222437	0.353439
LA_0044	LA_E_5400677	0.224599	0.265405
LA_0041	LA_E_6891052	0.256387	0.258737
LA_0025	LA_E_2822683	0.161716	0.321696
LA_0043	LA_E_1358628	0.288889	0.284879
LA_0010	LA_E_8881522	0.078352	0.360837
LA_0019	LA_E_4160898	0.369572	0.361965
LA_0035	LA_E_2362137	0.160220	0.273327
LA_0030	LA_E_5989469	0.222331	0.375083
LA_0022	LA_E_8388654	0.254199	0.268018
LA_0043	LA_E_9553910	0.258645	0.255903
LA_0025	LA_E_6551658	0.132140	0.278115
LA_0038	LA_E_6336673	0.338020	0.313902
LA_0004	LA_E_2764349	0.167911	0.376818
LA_0022	LA_E_8434174	0.187701	0.308940
LA_0031	LA_E_4829659	0.216762	0.350853
LA_0031	LA_E_1978236	0.252073	0.258323
LA_0005	LA_E_6052276	0.166200	0.348560
LA_0043	LA_E_1392000	0.244568	0.393574
LA_0004	LA_E_9789371	0.340763	0.326811
LA_0037	LA_E_2304975	0.201704	0.372039
LA_0001	LA_E_6286844	0.254360	0.368274
LA_0041	LA_E_4903568	0.347106	0.352269
LA_0039	LA_E_1935135	0.206687	0.250881
LA_0035	LA_E_1526839	0.338470	0.285398
LA_0045	LA_E_5906048	0.185160	0.361129
LA_0020	LA_E_2204836	0.158331	0.346693
LA_0032	LA_E_6500771	0.120421	0.363032
LA_0016	LA_E_3833106	0.182374	0.313006
LA_0022	LA_E_5248605	0.264379	0.274085
LA_0020	LA_E_1819968	-0.037000	0.365186
LA_0028	LA_E_4103863	0.355640	0.344665
LA_0037	LA_E_4679978	0.267427	0.256904
LA_0045	LA_E_7857986	0.250870	0.303156
LA_0031	LA_E_6237402	0.209543	0.314339
LA_0036	LA_E_7410535	0.241845	0.265110
LA_0037	LA_E_6906931	0.164103	0.281715
LA_0043	LA_E_2351298	0.136963	0.266047
LA_0007	LA_E_2397551	0.368961	0.346394
LA_0016	LA_E_9683949	0.101738	0.255819
LA_0035	LA_E_7482442	0.356004	0.326001
LA_0034	LA_E_7564751	0.270081	0.276736
LA_0031	LA_E_3541477	0.297158	0.319655
LA_0030	LA_E_1513280	0.259968	0.267848
LA_0035	LA_E_2204836	0.237295	0.352794
LA_0008	LA_E_3038793	0.398218	0.300905
LA_0009	LA_E_4523976	0.210123	0.352745
LA_0037	LA_E_5296134	0.178987	0.282367
LA_0041	LA_E_6433877	0.247711	0.262443
LA_0045	LA_E_3219786	0.198264	0.336744
LA_0043	LA_E_7365993	0.194566	0.290684
