utt1	utt2	asv_before	asv_after
LA_0037	LA_E_7955349	0.335214	0.342410
LA_0010	LA_E_4484865	0.216799	0.405884
LA_0035	LA_E_8786056	0.219143	0.382715
LA_0004	LA_E_3572990	0.295255	0.230215
LA_0001	LA_E_7010243	0.284283	0.247293
LA_0023	LA_E_6017356	0.147377	0.370399
LA_0025	LA_E_2240603	0.099553	0.362298
LA_0016	LA_E_8672894	0.265422	0.410667
LA_0018	LA_E_9318500	0.298634	0.270270
LA_0043	LA_E_3822402	0.223143	0.301685
LA_0039	LA_E_8169597	0.288001	0.302744
LA_0017	LA_E_2222270	0.249777	0.369644
LA_0039	LA_E_6873356	0.170681	0.434342
LA_0047	LA_E_2025487	0.124724	0.272514
LA_0026	LA_E_9362104	0.238659	0.386737
LA_0009	LA_E_7862687	0.135818	0.315319
LA_0017	LA_E_5318552	0.248503	0.315622
LA_0043	LA_E_9777016	0.296716	0.387943
LA_0027	LA_E_1978236	0.250134	0.232677
LA_0009	LA_E_9480739	0.206175	0.415709
LA_0031	LA_E_3551532	0.254555	0.216851
LA_0047	LA_E_3715131	0.348284	0.296850
LA_0027	LA_E_5049397	0.216772	0.375559
LA_0045	LA_E_3704118	0.303066	0.296803
LA_0017	LA_E_2456681	0.203680	0.388039
LA_0015	LA_E_9082970	0.235796	0.353010
LA_0016	LA_E_7218987	0.065566	0.257974
LA_0044	LA_E_7769419	0.250902	0.361464
LA_0043	LA_E_2267312	0.145008	0.381757
LA_0037	LA_E_9630978	0.299553	0.312634
LA_0041	LA_E_5385777	0.318298	0.269998
LA_0017	LA_E_3206572	0.167356	0.376445
LA_0033	LA_E_6152359	0.337838	0.323475
LA_0037	LA_E_7295579	0.306253	0.260987
LA_0041	LA_E_3417739	0.338590	0.341418
LA_0010	LA_E_6712126	0.215384	0.428959
LA_0022	LA_E_1613408	0.106503	0.255104
LA_0005	LA_E_5421571	0.238673	0.373072
LA_0035	LA_E_4407998	0.155630	0.259082
LA_0034	LA_E_2288596	0.166670	0.357009
LA_0027	LA_E_3425904	0.206906	0.368687
LA_0016	LA_E_1540962	0.104748	0.292831
LA_0027	LA_E_4352922	0.221214	0.360808
LA_0039	LA_E_1715585	0.160255	0.399514
LA_0018	LA_E_8563944	0.287788	0.251948
LA_0016	LA_E_8547733	0.126245	0.354535
LA_0016	LA_E_2896889	0.222101	0.344443
LA_0017	LA_E_5928848	0.358397	0.362561
LA_0022	LA_E_4376357	0.157087	0.339448
LA_0023	LA_E_8563944	0.177498	0.369631
LA_0007	LA_E_1010349	0.343833	0.334233
LA_0037	LA_E_9667786	0.353514	0.394221
LA_0009	LA_E_1819595	0.162285	0.321803
LA_0045	LA_E_6346117	0.197513	0.258846
LA_0027	LA_E_4856684	0.209247	0.380451
LA_0036	LA_E_7455353	0.291107	0.295246
LA_0031	LA_E_2714189	0.157339	0.218441
LA_0010	LA_E_4218432	0.221326	0.374415
LA_0045	LA_E_2514376	0.293326	0.410820
LA_0004	LA_E_3306877	0.181568	0.287276
LA_0045	LA_E_4352922	0.200936	0.394661
LA_0016	LA_E_2724873	0.138691	0.331591
LA_0025	LA_E_3246059	0.130668	0.266448
LA_0007	LA_E_3527138	0.253515	0.263182
LA_0037	LA_E_6873356	0.210910	0.360253
LA_0013	LA_E_6500771	0.237954	0.359447
LA_0027	LA_E_5899892	0.226605	0.396839
LA_0022	LA_E_2097092	0.198996	0.387711
LA_0021	LA_E_3775722	0.121308	0.326749
LA_0018	LA_E_5588661	0.291247	0.242258
LA_0043	LA_E_4325150	0.296386	0.230619
LA_0043	LA_E_4479083	0.299418	0.242247
LA_0007	LA_E_8601887	0.178375	0.374794
LA_0037	LA_E_5376768	0.246405	0.277909
LA_0034	LA_E_8146949	0.145106	0.376050
LA_0011	LA_E_1357326	0.352414	0.302717
LA_0026	LA_E_4352922	0.173274	0.372392
LA_0045	LA_E_5668603	0.206306	0.364593
LA_0025	LA_E_1174819	0.218350	0.383371
LA_0031	LA_E_5329393	0.268407	0.249400
LA_0023	LA_E_7721272	0.317261	0.304342
LA_0039	LA_E_7386758	0.378613	0.348875
LA_0004	LA_E_5901444	0.117513	0.227357
LA_0006	LA_E_9005251	0.334069	0.300997
LA_0009	LA_E_1046597	0.275187	0.329040
LA_0011	LA_E_2458204	0.377712	0.375734
LA_0037	LA_E_7673185	0.280013	0.279754
LA_0027	LA_E_7397434	0.293030	0.230040
LA_0045	LA_E_8792884	0.308732	0.273263
LA_0010	LA_E_1053797	0.106208	0.328790
LA_0027	LA_E_1301756	0.315354	0.269769
LA_0010	LA_E_3471461	0.222856	0.358659
LA_0045	LA_E_7434509	0.130620	0.320175
LA_0042	LA_E_7487309	0.298458	0.276174
LA_0031	LA_E_5744054	0.275798	0.221376
LA_0009	LA_E_7108280	0.314969	0.322438
LA_0019	LA_E_7620884	0.255022	0.260545
LA_0010	LA_E_8131218	0.165548	0.369046
LA_0011	LA_E_9847129	0.371395	0.297836
LA_0042	LA_E_5361943	0.176780	0.317710
LA_0035	LA_E_4712931	0.205890	0.349429
LA_0022	LA_E_4056939	0.229175	0.372159
LA_0016	LA_E_7661561	0.272476	0.395940
LA_0043	LA_E_2456681	0.281599	0.383489
LA_0037	LA_E_5667435	0.115900	0.331150
LA_0001	LA_E_3419023	0.233571	0.243831
LA_0016	LA_E_6217699	0.181321	0.305658
LA_0035	LA_E_6409898	0.246339	0.370486
LA_0041	LA_E_6723208	0.264717	0.229757
LA_0009	LA_E_3154071	0.195956	0.378650
LA_0009	LA_E_6413429	0.219266	0.388438
LA_0037	LA_E_6385327	0.206064	0.220678
LA_0042	LA_E_3190451	0.214618	0.366081
LA_0036	LA_E_6786709	0.279217	0.285102
LA_0018	LA_E_2458204	0.302377	0.240949
LA_0043	LA_E_3577705	0.288040	0.265936
LA_0016	LA_E_2172964	0.232759	0.387488
LA_0045	LA_E_7694653	0.213113	0.250610
LA_0013	LA_E_8118874	0.279942	0.306753
LA_0016	LA_E_1768192	0.301221	0.329440
LA_0032	LA_E_8590847	0.293072	0.303049
LA_0017	LA_E_1603570	0.236244	0.367727
LA_0037	LA_E_4517012	0.180108	0.413182
LA_0034	LA_E_3085516	0.193042	0.312466
LA_0039	LA_E_1499507	0.277615	0.280406
LA_0027	LA_E_4409988	0.365153	0.364895
LA_0023	LA_E_9741585	0.215480	0.256483
LA_0034	LA_E_1567330	0.182309	0.371983
LA_0018	LA_E_2854126	0.420546	0.395203
LA_0042	LA_E_6754038	0.271487	0.217528
LA_0004	LA_E_6583989	0.157505	0.323513
LA_0004	LA_E_7706675	0.133231	0.335382
LA_0019	LA_E_5231295	0.226723	0.402503
LA_0020	LA_E_7924241	0.056030	0.421454
LA_0028	LA_E_6414118	0.255986	0.405450
LA_0004	LA_E_7636373	0.136646	0.274494
LA_0045	LA_E_5258229	0.297826	0.300817
LA_0004	LA_E_4049611	0.356099	0.286947
LA_0036	LA_E_9351726	0.212452	0.249068
LA_0042	LA_E_5083001	0.194264	0.368444
LA_0036	LA_E_3497087	0.195192	0.248633
LA_0043	LA_E_5706857	0.309479	0.216522
LA_0004	LA_E_4048558	0.168242	0.344193
LA_0047	LA_E_1721212	0.219074	0.410560
LA_0041	LA_E_9053445	0.252147	0.412102
LA_0034	LA_E_9203619	0.212503	0.378786
LA_0008	LA_E_5322895	0.296792	0.262585
LA_0042	LA_E_2532139	0.328023	0.396861
LA_0028	LA_E_5593955	0.325079	0.267770
LA_0017	LA_E_1644905	0.236218	0.322961
LA_0004	LA_E_9020394	0.162524	0.370078
LA_0038	LA_E_2987280	0.263297	0.364281
LA_0017	LA_E_5810015	0.174275	0.318389
LA_0018	LA_E_5384156	0.258714	0.240623
LA_0014	LA_E_7970060	0.322778	0.302714
LA_0004	LA_E_2621295	0.041609	0.227220
LA_0041	LA_E_2544206	0.316840	0.246384
LA_0017	LA_E_6433877	0.301138	0.285981
LA_0025	LA_E_3480966	0.205095	0.402009
LA_0009	LA_E_4596132	0.170037	0.325013
LA_0009	LA_E_2748855	0.348397	0.327200
LA_0031	LA_E_5362271	0.174112	0.402732
LA_0031	LA_E_1211932	0.286159	0.247763
LA_0023	LA_E_7765886	0.248638	0.393336
LA_0019	LA_E_3673703	0.269178	0.295500
LA_0006	LA_E_4125001	0.218491	0.339495
LA_0004	LA_E_9098424	0.258868	0.392794
LA_0045	LA_E_5049397	0.130390	0.380910
LA_0045	LA_E_4903415	0.200169	0.239880
LA_0037	LA_E_1395552	0.253257	0.247702
LA_0029	LA_E_1441455	0.115408	0.429486
LA_0009	LA_E_2005096	0.198807	0.387808
LA_0008	LA_E_9395014	0.370893	0.378031
LA_0001	LA_E_5899229	0.315594	0.287273
LA_0017	LA_E_6822685	0.242733	0.332305
LA_0022	LA_E_3346353	0.356435	0.235780
LA_0023	LA_E_4694710	0.207995	0.376805
LA_0031	LA_E_7028286	0.305184	0.289650
LA_0027	LA_E_2660035	0.259981	0.232136
LA_0006	LA_E_5891428	0.239843	0.248916
LA_0027	LA_E_5047880	0.240722	0.390415
LA_0009	LA_E_7094448	0.280588	0.261676
LA_0041	LA_E_5706857	0.261107	0.366723
LA_0042	LA_E_5869890	0.177815	0.378189
LA_0045	LA_E_8004101	0.145614	0.342407
LA_0037	LA_E_1145965	0.178914	0.271720
LA_0036	LA_E_5191078	0.260778	0.244328
LA_0017	LA_E_3420406	0.192120	0.374427
LA_0026	LA_E_3541477	0.238401	0.256265
LA_0032	LA_E_3372566	0.204472	0.380171
LA_0033	LA_E_7564751	0.292571	0.276734
LA_0025	LA_E_9830496	0.202038	0.238488
LA_0041	LA_E_1935135	0.134579	0.285925
LA_0001	LA_E_9981609	0.268027	0.369690
LA_0001	LA_E_1933882	0.115459	0.326784
LA_0045	LA_E_8189451	0.223988	0.369585
LA_0036	LA_E_1971612	0.236745	0.306333
LA_0035	LA_E_5590452	0.310253	0.240242
LA_0033	LA_E_5467152	0.191407	0.391260
LA_0043	LA_E_4217025	0.280287	0.221179
LA_0019	LA_E_1518359	0.296581	0.306157
LA_0045	LA_E_3725702	0.263751	0.337946
LA_0022	LA_E_3572990	0.170986	0.363666
LA_0042	LA_E_3471187	0.336372	0.329861
LA_0044	LA_E_3754241	0.176694	0.262489
LA_0010	LA_E_6723208	0.215868	0.414370
LA_0044	LA_E_4801924	0.158930	0.336925
LA_0006	LA_E_9497025	0.213229	0.236859
LA_0014	LA_E_3885033	0.239653	0.355355
LA_0027	LA_E_3313944	0.254378	0.358561
LA_0020	LA_E_5972524	0.131899	0.350814
LA_0035	LA_E_6826899	0.290134	0.232678
LA_0039	LA_E_2467617	0.236974	0.273808
LA_0001	LA_E_7501521	0.182576	0.391044
LA_0014	LA_E_5923383	0.225402	0.325161
LA_0036	LA_E_7803346	0.207729	0.337826
LA_0023	LA_E_7459392	0.124923	0.318962
LA_0014	LA_E_6259763	0.350572	0.390731
LA_0026	LA_E_4148892	0.189877	0.380173
LA_0038	LA_E_9274211	0.373597	0.359812
LA_0013	LA_E_4943305	0.308499	0.235439
LA_0026	LA_E_1439904	0.234039	0.375040
LA_0041	LA_E_8789512	0.244705	0.255442
LA_0037	LA_E_7055986	0.262651	0.245281
LA_0011	LA_E_5160672	0.333269	0.285686
LA_0045	LA_E_6910266	0.219462	0.378222
LA_0048	LA_E_7902329	0.286888	0.233531
LA_0034	LA_E_4845413	0.196126	0.384854
LA_0025	LA_E_5358511	0.135896	0.340208
LA_0014	LA_E_1841613	0.239815	0.350095
LA_0021	LA_E_2987280	0.310134	0.263925
LA_0007	LA_E_3457350	0.229636	0.389774
LA_0039	LA_E_1304770	0.169068	0.182724
LA_0039	LA_E_3344290	0.337932	0.339501
LA_0031	LA_E_8378735	0.221197	0.254906
LA_0020	LA_E_4188335	0.134702	0.306910
LA_0043	LA_E_1352427	0.301198	0.395367
LA_0019	LA_E_3313393	0.171849	0.325619
LA_0043	LA_E_1768450	0.323470	0.303515
LA_0004	LA_E_4217025	0.138442	0.371107
LA_0001	LA_E_8962526	0.281788	0.253899
LA_0001	LA_E_4506237	0.261254	0.384969
LA_0037	LA_E_5821881	0.265595	0.244654
LA_0027	LA_E_3931632	0.127849	0.279830
LA_0027	LA_E_8959603	0.186247	0.324395
LA_0018	LA_E_9196975	0.293838	0.258074
LA_0028	LA_E_6255286	0.265005	0.351930
LA_0026	LA_E_2621295	0.259543	0.244529
LA_0034	LA_E_7028286	0.239707	0.341376
LA_0047	LA_E_2486913	0.006864	0.420242
LA_0023	LA_E_7180994	0.266594	0.373997
LA_0021	LA_E_4103863	0.323311	0.367718
LA_0031	LA_E_6433877	0.327059	0.360933
LA_0045	LA_E_5231295	0.237420	0.246104
LA_0004	LA_E_3466694	0.142007	0.286367
LA_0018	LA_E_2894498	0.288294	0.298850
LA_0004	LA_E_7218987	0.020674	0.212793
LA_0042	LA_E_6348642	0.328663	0.365960
LA_0038	LA_E_8645547	0.242249	0.280577
LA_0004	LA_E_4712931	0.079044	0.229317
LA_0028	LA_E_2497126	0.168651	0.333475
LA_0041	LA_E_2532139	0.221183	0.338548
LA_0025	LA_E_1770746	0.163797	0.378378
LA_0037	LA_E_3907090	0.209098	0.376051
LA_0041	LA_E_6807906	0.229476	0.392714
LA_0041	LA_E_2327160	0.345486	0.297616
LA_0042	LA_E_9447534	0.347872	0.397424
LA_0037	LA_E_5020759	0.200106	0.347278
LA_0015	LA_E_8130303	0.201188	0.323863
LA_0016	LA_E_7227174	0.161252	0.282159
LA_0039	LA_E_2224329	0.337789	0.304711
LA_0045	LA_E_4966722	0.195543	0.388648
LA_0031	LA_E_1841613	0.198993	0.356608
LA_0041	LA_E_2288596	0.240934	0.385062
LA_0035	LA_E_9397775	0.341490	0.269167
LA_0013	LA_E_6490551	0.205358	0.324232
LA_0042	LA_E_3931881	0.324080	0.324330
LA_0010	LA_E_3149837	0.170398	0.383998
LA_0017	LA_E_3154071	0.199675	0.351978
LA_0028	LA_E_4142493	0.250835	0.230876
LA_0035	LA_E_3219786	0.280658	0.246696
LA_0010	LA_E_8797117	0.201269	0.361186
LA_0032	LA_E_8563944	0.209278	0.405791
LA_0042	LA_E_2303581	0.239588	0.291019
LA_0026	LA_E_3346353	0.099378	0.358186
LA_0036	LA_E_9327099	0.244143	0.243324
LA_0035	LA_E_7892794	0.297419	0.378460
LA_0043	LA_E_6573455	0.323893	0.330641
LA_0006	LA_E_9882420	0.307888	0.242991
LA_0043	LA_E_8146949	0.309783	0.285816
LA_0042	LA_E_7569092	0.314913	0.325991
LA_0010	LA_E_2288596	0.307648	0.258056
LA_0022	LA_E_4440967	0.206245	0.427668
LA_0043	LA_E_3480679	0.273023	0.267351
LA_0042	LA_E_5818870	0.206101	0.382716
LA_0043	LA_E_4376749	0.263919	0.393829
LA_0009	LA_E_3885033	0.201023	0.376066
LA_0018	LA_E_1370474	0.231304	0.386476
LA_0043	LA_E_5891428	0.295470	0.309949
LA_0045	LA_E_4160898	0.291373	0.255797
LA_0033	LA_E_3931881	0.166994	0.402283
LA_0037	LA_E_9272203	0.180436	0.366217
LA_0047	LA_E_9163883	0.255846	0.239618
LA_0034	LA_E_6668228	0.164442	0.339216
LA_0031	LA_E_6746912	0.185036	0.351226
LA_0007	LA_E_1541503	0.261870	0.274245
LA_0011	LA_E_6089598	0.339595	0.334621
LA_0022	LA_E_6651536	0.169730	0.328807
LA_0041	LA_E_2224329	0.249722	0.255321
LA_0047	LA_E_7157028	0.214779	0.333484
LA_0031	LA_E_1087821	0.185046	0.390527
LA_0019	LA_E_9544869	0.279377	0.269765
LA_0032	LA_E_5397934	0.161686	0.237804
LA_0032	LA_E_9640136	0.231290	0.364669
LA_0039	LA_E_9803164	0.288066	0.274246
LA_0037	LA_E_2584900	0.132160	0.299720
LA_0022	LA_E_6680042	0.251202	0.239819
LA_0042	LA_E_7069760	0.300123	0.283808
LA_0009	LA_E_2823635	0.284927	0.292524
LA_0017	LA_E_7041363	0.175922	0.340343
LA_0022	LA_E_5901034	0.188246	0.232876
LA_0006	LA_E_7862236	0.281847	0.290183
LA_0008	LA_E_7365993	0.180748	0.337887
LA_0041	LA_E_1350377	0.131265	0.254811
LA_0034	LA_E_7536281	0.217320	0.372544
LA_0044	LA_E_2791911	0.242277	0.359640
LA_0037	LA_E_9197393	0.275795	0.223103
LA_0045	LA_E_3856159	0.138684	0.385295
LA_0044	LA_E_7455353	0.194471	0.239779
LA_0027	LA_E_8378735	0.258958	0.246804
LA_0016	LA_E_2734119	0.190070	0.388345
LA_0031	LA_E_1180334	0.274063	0.237820
LA_0007	LA_E_4882078	0.272023	0.318252
LA_0036	LA_E_6238566	0.212938	0.233628
LA_0009	LA_E_8789512	0.257165	0.292333
LA_0031	LA_E_4723892	0.260954	0.241392
LA_0043	LA_E_5196059	0.297833	0.265545
LA_0034	LA_E_2981470	0.152357	0.337515
LA_0041	LA_E_1315925	0.188701	0.335474
LA_0022	LA_E_9667786	0.199534	0.396801
LA_0010	LA_E_8378301	0.086530	0.296817
LA_0033	LA_E_2821360	0.214853	0.373193
LA_0010	LA_E_5328944	0.243319	0.377862
LA_0047	LA_E_4903415	0.104738	0.321596
LA_0030	LA_E_9265511	0.324191	0.297108
LA_0047	LA_E_3286136	0.232379	0.336129
LA_0023	LA_E_9352155	0.195453	0.348541
LA_0033	LA_E_8054101	0.161873	0.362454
LA_0036	LA_E_4648870	0.229876	0.368806
LA_0037	LA_E_5882697	0.205371	0.367790
LA_0045	LA_E_7977068	0.154478	0.312068
LA_0030	LA_E_1632352	0.400070	0.336593
LA_0019	LA_E_4909241	0.223948	0.418329
LA_0006	LA_E_7503369	0.441420	0.414218
LA_0026	LA_E_5625513	0.209533	0.241385
LA_0043	LA_E_7700685	0.303727	0.280282
LA_0010	LA_E_7643815	0.281702	0.408093
LA_0045	LA_E_5254592	0.195781	0.330116
LA_0027	LA_E_6723208	0.349288	0.390151
LA_0037	LA_E_2648590	0.149694	0.344771
LA_0010	LA_E_8537441	0.136680	0.364474
LA_0031	LA_E_9124554	0.348437	0.396906
LA_0017	LA_E_2099206	0.175748	0.328895
LA_0022	LA_E_2621295	0.217860	0.251533
LA_0017	LA_E_1258871	0.263617	0.246795
LA_0035	LA_E_7570949	0.330960	0.271047
LA_0025	LA_E_5141283	0.270074	0.254692
LA_0016	LA_E_4537790	0.260594	0.226744
LA_0013	LA_E_2453283	0.340074	0.316344
LA_0031	LA_E_6250591	0.253801	0.374403
LA_0027	LA_E_8560629	0.306492	0.271726
LA_0031	LA_E_7862687	0.214625	0.396668
LA_0017	LA_E_5923383	0.160184	0.328472
LA_0007	LA_E_3144502	0.278811	0.233543
LA_0030	LA_E_3495362	0.360454	0.328256
LA_0039	LA_E_5742570	0.298986	0.336305
LA_0020	LA_E_6918683	0.084179	0.281878
LA_0006	LA_E_9587391	0.174827	0.329423
LA_0039	LA_E_1241701	0.024415	0.326918
LA_0005	LA_E_1071484	0.310068	0.244088
LA_0045	LA_E_5624940	0.247484	0.383512
LA_0027	LA_E_9722693	0.163404	0.276636
LA_0028	LA_E_7765886	0.310792	0.380745
LA_0016	LA_E_1567330	0.205419	0.350667
LA_0037	LA_E_6845521	0.272263	0.372264
LA_0030	LA_E_3457350	0.294361	0.269711
LA_0015	LA_E_6966715	0.106973	0.272792
LA_0019	LA_E_3833106	0.296224	0.255830
LA_0019	LA_E_5953449	0.214525	0.237321
LA_0023	LA_E_9698333	0.289232	0.376166
LA_0006	LA_E_4587643	0.451185	0.203038
LA_0037	LA_E_6226411	0.336321	0.339359
LA_0025	LA_E_2315971	0.132513	0.411799
LA_0023	LA_E_2461022	0.200111	0.319616
LA_0045	LA_E_7108280	0.145911	0.367457
LA_0019	LA_E_4298805	0.269048	0.243139
LA_0027	LA_E_7184368	0.100407	0.270673
LA_0034	LA_E_2536345	-0.000973	0.275864
LA_0038	LA_E_4142452	0.339380	0.284178
LA_0042	LA_E_8319656	0.328034	0.338724
LA_0037	LA_E_1603570	0.347056	0.312710
LA_0022	LA_E_2927167	0.157702	0.348799
LA_0016	LA_E_4691178	0.175446	0.321889
LA_0042	LA_E_1392000	0.330937	0.326247
LA_0009	LA_E_5806434	0.139464	0.317436
LA_0017	LA_E_8234832	0.155526	0.400800
LA_0043	LA_E_5869890	0.217870	0.246585
LA_0002	LA_E_3876047	0.216624	0.376761
LA_0039	LA_E_2371703	0.353649	0.236176
LA_0028	LA_E_6231208	0.334013	0.400720
LA_0041	LA_E_2845818	0.137566	0.267302
LA_0018	LA_E_9601956	0.286176	0.290502
LA_0037	LA_E_6680042	0.306836	0.292367
LA_0016	LA_E_2303581	0.142835	0.353505
LA_0034	LA_E_7857986	0.156592	0.341069
LA_0037	LA_E_9647402	0.231961	0.220823
LA_0009	LA_E_6234427	0.251950	0.381553
LA_0039	LA_E_8840762	0.261015	0.265768
LA_0036	LA_E_8969012	0.272750	0.256734
LA_0036	LA_E_9082970	0.337483	0.348532
LA_0007	LA_E_9060552	0.222946	0.389433
LA_0010	LA_E_4903568	0.220373	0.400132
LA_0026	LA_E_3398123	0.170429	0.345194
LA_0001	LA_E_2196801	0.183278	0.393966
LA_0004	LA_E_9949425	0.297272	0.317246
LA_0034	LA_E_5328944	0.226332	0.339249
LA_0036	LA_E_4146370	0.211196	0.357301
LA_0027	LA_E_1241701	0.071789	0.345645
LA_0022	LA_E_8786056	0.150408	0.356694
LA_0010	LA_E_1301756	0.163783	0.396896
LA_0018	LA_E_2198141	0.252338	0.263601
LA_0005	LA_E_2594175	0.275614	0.232515
LA_0033	LA_E_1893259	0.245588	0.248537
LA_0025	LA_E_6642570	0.173750	0.388583
LA_0022	LA_E_3616578	0.096218	0.306040
LA_0042	LA_E_4218432	0.300983	0.266293
LA_0023	LA_E_7690893	0.245697	0.385789
LA_0025	LA_E_3422999	0.148827	0.346376
LA_0001	LA_E_9741585	0.203910	0.256356
LA_0041	LA_E_8970114	0.206236	0.312881
LA_0007	LA_E_8099558	0.327042	0.339101
LA_0045	LA_E_9395014	0.019005	0.291043
LA_0031	LA_E_6543651	0.397923	0.398565
LA_0011	LA_E_1010349	0.405858	0.364292
LA_0009	LA_E_6409898	0.224117	0.411423
LA_0030	LA_E_1852684	0.238235	0.375556
LA_0023	LA_E_6336673	0.251383	0.240823
LA_0042	LA_E_1649471	0.263107	0.342352
LA_0047	LA_E_7108280	0.250983	0.261551
LA_0031	LA_E_2041982	0.280907	0.247743
LA_0028	LA_E_2453283	0.232950	0.370412
LA_0004	LA_E_6669611	0.162665	0.313015
LA_0043	LA_E_5504343	0.237195	0.268471
LA_0004	LA_E_1350377	0.051099	0.255016
LA_0041	LA_E_2222270	0.221169	0.335753
LA_0043	LA_E_6712126	0.325121	0.298730
LA_0043	LA_E_6668228	0.293063	0.227584
LA_0039	LA_E_9197393	0.202935	0.407225
LA_0042	LA_E_3212084	0.222437	0.375358
LA_0044	LA_E_5400677	0.224599	0.314406
LA_0041	LA_E_6891052	0.256387	0.212010
LA_0025	LA_E_2822683	0.161716	0.344848
LA_0043	LA_E_1358628	0.288889	0.250648
LA_0010	LA_E_8881522	0.078352	0.320611
LA_0019	LA_E_4160898	0.369572	0.364979
LA_0035	LA_E_2362137	0.160220	0.278286
LA_0030	LA_E_5989469	0.222331	0.245816
LA_0022	LA_E_8388654	0.254199	0.295632
LA_0043	LA_E_9553910	0.258645	0.325044
LA_0025	LA_E_6551658	0.132140	0.253814
LA_0038	LA_E_6336673	0.338020	0.310263
LA_0004	LA_E_2764349	0.167911	0.404585
LA_0022	LA_E_8434174	0.187701	0.297169
LA_0031	LA_E_4829659	0.216762	0.324527
LA_0031	LA_E_1978236	0.252073	0.238812
LA_0005	LA_E_6052276	0.166200	0.360964
LA_0043	LA_E_1392000	0.244568	0.373362
LA_0004	LA_E_9789371	0.340763	0.318797
LA_0037	LA_E_2304975	0.201704	0.404580
LA_0001	LA_E_6286844	0.254360	0.231916
LA_0041	LA_E_4903568	0.347106	0.357246
LA_0039	LA_E_1935135	0.206687	0.238117
LA_0035	LA_E_1526839	0.338470	0.263171
LA_0045	LA_E_5906048	0.185160	0.238737
LA_0020	LA_E_2204836	0.158331	0.380077
LA_0032	LA_E_6500771	0.120421	0.309539
LA_0016	LA_E_3833106	0.182374	0.346500
LA_0022	LA_E_5248605	0.264379	0.258829
LA_0020	LA_E_1819968	-0.037000	0.277402
LA_0028	LA_E_4103863	0.355640	0.288255
LA_0037	LA_E_4679978	0.267427	0.231912
LA_0045	LA_E_7857986	0.250870	0.319256
LA_0031	LA_E_6237402	0.209543	0.340585
LA_0036	LA_E_7410535	0.241845	0.222458
LA_0037	LA_E_6906931	0.164103	0.348041
LA_0043	LA_E_2351298	0.136963	0.269992
LA_0007	LA_E_2397551	0.368961	0.330647
LA_0016	LA_E_9683949	0.101738	0.338495
LA_0035	LA_E_7482442	0.356004	0.282957
LA_0034	LA_E_7564751	0.270081	0.373367
LA_0031	LA_E_3541477	0.297158	0.285155
LA_0030	LA_E_1513280	0.259968	0.238349
LA_0035	LA_E_2204836	0.237295	0.398438
LA_0008	LA_E_3038793	0.398218	0.253880
LA_0009	LA_E_4523976	0.210123	0.358932
LA_0037	LA_E_5296134	0.178987	0.308360
LA_0041	LA_E_6433877	0.247711	0.248730
LA_0045	LA_E_3219786	0.198264	0.359195
LA_0043	LA_E_7365993	0.194566	0.344848
