utt1	utt2	label	score
id10270/x6uYqmx31kE/00004.wav	id10286/isKyMAYUOgg/00012.wav	0	0.058419
id10270/x6uYqmx31kE/00005.wav	id10270/8jEAjG6SegY/00026.wav	1	0.575041
id10270/x6uYqmx31kE/00005.wav	id10278/LVXvQzNatXI/00001.wav	0	-0.042113
id10270/x6uYqmx31kE/00005.wav	id10270/5r0dWxy17C8/00024.wav	1	0.615434
id10270/x6uYqmx31kE/00005.wav	id10295/3tvnlmkCiTw/00008.wav	0	-0.110495
id10270/x6uYqmx31kE/00005.wav	id10270/8jEAjG6SegY/00035.wav	1	0.705492
id10270/x6uYqmx31kE/00005.wav	id10303/R5JGtwc4o1M/00005.wav	0	0.360861
id10270/x6uYqmx31kE/00005.wav	id10270/OXdd7Gmluts/00003.wav	1	0.676063
id10270/x6uYqmx31kE/00005.wav	id10281/NHARUN9OhSo/00002.wav	0	-0.074299
id10270/5r0dWxy17C8/00001.wav	id10270/8jEAjG6SegY/00027.wav	1	0.561371
id10270/5r0dWxy17C8/00001.wav	id10292/gm6PJowclv0/00027.wav	0	-0.031149
id10270/5r0dWxy17C8/00001.wav	id10270/5r0dWxy17C8/00022.wav	1	0.652374
id10270/5r0dWxy17C8/00001.wav	id10272/wb6ligRbbZ4/00001.wav	0	0.082985
id10270/5r0dWxy17C8/00001.wav	id10270/8jEAjG6SegY/00012.wav	1	0.597039
id10270/5r0dWxy17C8/00001.wav	id10302/WAbHmvQ9zME/00006.wav	0	-0.058604
id10270/5r0dWxy17C8/00001.wav	id10270/8jEAjG6SegY/00030.wav	1	0.508776
id10270/5r0dWxy17C8/00001.wav	id10309/0cYFdtyWVds/00002.wav	0	-0.132753
id10270/5r0dWxy17C8/00002.wav	id10270/8jEAjG6SegY/00018.wav	1	0.587609
id10270/5r0dWxy17C8/00002.wav	id10307/yUv37vQWmzE/00014.wav	0	0.195694
id10270/5r0dWxy17C8/00002.wav	id10270/GWXujl-xAVM/00044.wav	1	0.676777
id10270/5r0dWxy17C8/00002.wav	id10309/e-IdJ8a4gy4/00009.wav	0	-0.089180
id10270/5r0dWxy17C8/00002.wav	id10270/8jEAjG6SegY/00035.wav	1	0.615000
id10270/5r0dWxy17C8/00002.wav	id10273/hW0Q6eHqN-U/00003.wav	0	0.055900
id10270/5r0dWxy17C8/00002.wav	id10270/8jEAjG6SegY/00027.wav	1	0.572894
id10270/5r0dWxy17C8/00002.wav	id10283/vaK4t1-WD4M/00017.wav	0	-0.011672
id10270/5r0dWxy17C8/00003.wav	id10270/GWXujl-xAVM/00024.wav	1	0.719536
id10270/5r0dWxy17C8/00003.wav	id10273/prqT1CcDqMc/00020.wav	0	-0.019231
id10270/5r0dWxy17C8/00003.wav	id10270/5r0dWxy17C8/00026.wav	1	0.620265
id10270/5r0dWxy17C8/00003.wav	id10273/58VB-LYIoRM/00002.wav	0	0.116378
id10270/5r0dWxy17C8/00003.wav	id10270/GWXujl-xAVM/00006.wav	1	0.651679
id10270/5r0dWxy17C8/00003.wav	id10278/DSGE2F5sTcg/00002.wav	0	-0.166591
id10270/5r0dWxy17C8/00003.wav	id10270/8jEAjG6SegY/00033.wav	1	0.640335
id10270/5r0dWxy17C8/00003.wav	id10286/isKyMAYUOgg/00006.wav	0	-0.138444
id10270/5r0dWxy17C8/00004.wav	id10270/5r0dWxy17C8/00022.wav	1	0.670669
id10270/5r0dWxy17C8/00004.wav	id10281/dX8RBKI2FKc/00001.wav	0	-0.074992
id10270/5r0dWxy17C8/00004.wav	id10270/5r0dWxy17C8/00010.wav	1	0.655187
id10270/5r0dWxy17C8/00004.wav	id10298/VHtcwtdPjpE/00002.wav	0	0.027176
id10270/5r0dWxy17C8/00004.wav	id10270/5r0dWxy17C8/00024.wav	1	0.637314
id10270/5r0dWxy17C8/00004.wav	id10282/nYsLbFOQfOI/00002.wav	0	-0.163594
id10270/5r0dWxy17C8/00004.wav	id10270/GWXujl-xAVM/00021.wav	1	0.629429
id10270/5r0dWxy17C8/00004.wav	id10283/vaK4t1-WD4M/00028.wav	0	-0.037674
id10270/5r0dWxy17C8/00005.wav	id10270/8jEAjG6SegY/00001.wav	1	0.671027
id10270/5r0dWxy17C8/00005.wav	id10306/C3AhSlYJd3w/00005.wav	0	0.087334
id10270/5r0dWxy17C8/00005.wav	id10270/8jEAjG6SegY/00019.wav	1	0.574730
id10270/5r0dWxy17C8/00005.wav	id10273/prqT1CcDqMc/00012.wav	0	-0.005662
id10270/5r0dWxy17C8/00005.wav	id10270/8jEAjG6SegY/00008.wav	1	0.558079
id10270/5r0dWxy17C8/00005.wav	id10292/3kzw8lTcUBU/00028.wav	0	-0.044923
id10270/5r0dWxy17C8/00005.wav	id10270/8jEAjG6SegY/00032.wav	1	0.574644
id10270/5r0dWxy17C8/00005.wav	id10295/nt7dNRvlEHE/00004.wav	0	-0.070954
id10270/5r0dWxy17C8/00006.wav	id10270/GWXujl-xAVM/00033.wav	1	0.661172
id10270/5r0dWxy17C8/00006.wav	id10292/aVmHBUeThTQ/00001.wav	0	-0.087401
id10270/5r0dWxy17C8/00006.wav	id10270/OXdd7Gmluts/00002.wav	1	0.622265
id10270/5r0dWxy17C8/00006.wav	id10276/AeZoMAJ4Ejs/00007.wav	0	0.004200
id10270/5r0dWxy17C8/00006.wav	id10270/8jEAjG6SegY/00027.wav	1	0.535335
id10270/5r0dWxy17C8/00006.wav	id10286/isKyMAYUOgg/00007.wav	0	-0.013156
id10270/5r0dWxy17C8/00006.wav	id10270/5r0dWxy17C8/00010.wav	1	0.676031
id10270/5r0dWxy17C8/00006.wav	id10293/rZQMeH1FCvM/00008.wav	0	0.258465
id10270/5r0dWxy17C8/00007.wav	id10270/5r0dWxy17C8/00027.wav	1	0.747622
id10270/5r0dWxy17C8/00007.wav	id10281/WUg4pRp5_Co/00001.wav	0	0.010792
id10270/5r0dWxy17C8/00007.wav	id10270/5r0dWxy17C8/00009.wav	1	0.802094
id10270/5r0dWxy17C8/00007.wav	id10295/3tvnlmkCiTw/00011.wav	0	-0.142041
id10270/5r0dWxy17C8/00007.wav	id10270/5r0dWxy17C8/00017.wav	1	0.612557
id10270/5r0dWxy17C8/00007.wav	id10308/ygGJs_Rh7ds/00002.wav	0	0.051126
id10270/5r0dWxy17C8/00007.wav	id10270/GWXujl-xAVM/00008.wav	1	0.630010
id10270/5r0dWxy17C8/00007.wav	id10290/fVOTAQKIfY4/00002.wav	0	-0.007964
id10270/5r0dWxy17C8/00008.wav	id10270/GWXujl-xAVM/00012.wav	1	0.738342
id10270/5r0dWxy17C8/00008.wav	id10298/DWT9P35cXT4/00007.wav	0	0.084276
id10270/5r0dWxy17C8/00008.wav	id10270/OhfKF8FSq3Y/00001.wav	1	0.517487
id10270/5r0dWxy17C8/00008.wav	id10296/LUFoMNPpdbY/00007.wav	0	-0.126136
id10270/5r0dWxy17C8/00008.wav	id10270/8jEAjG6SegY/00019.wav	1	0.590805
id10270/5r0dWxy17C8/00008.wav	id10276/YloBWJxXzMI/00013.wav	0	-0.042808
id10270/5r0dWxy17C8/00008.wav	id10270/zjwijMp0Qyw/00001.wav	1	0.631715
id10270/5r0dWxy17C8/00008.wav	id10271/EOQXxK1whgU/00003.wav	0	0.151112
id10270/5r0dWxy17C8/00009.wav	id10270/x6uYqmx31kE/00003.wav	1	0.553962
id10270/5r0dWxy17C8/00009.wav	id10305/nJbBcMdxQU4/00006.wav	0	0.037874
id10270/5r0dWxy17C8/00009.wav	id10270/8jEAjG6SegY/00037.wav	1	0.602941
id10270/5r0dWxy17C8/00009.wav	id10273/eLl_yTeuaKo/00024.wav	0	0.007128
id10270/5r0dWxy17C8/00009.wav	id10270/GWXujl-xAVM/00032.wav	1	0.618725
id10270/5r0dWxy17C8/00009.wav	id10294/JUyxHgPHR-s/00002.wav	0	0.046379
id10270/5r0dWxy17C8/00009.wav	id10270/GWXujl-xAVM/00028.wav	1	0.537917
id10270/5r0dWxy17C8/00009.wav	id10277/tbh20gz_KRA/00011.wav	0	0.002697
id10270/5r0dWxy17C8/00010.wav	id10270/GWXujl-xAVM/00015.wav	1	0.643739
id10270/5r0dWxy17C8/00010.wav	id10300/ize_eiCFEg0/00007.wav	0	-0.074650
id10270/5r0dWxy17C8/00010.wav	id10270/OhfKF8FSq3Y/00003.wav	1	0.619024
id10270/5r0dWxy17C8/00010.wav	id10281/RDFdX3VxjUQ/00008.wav	0	-0.042458
id10270/5r0dWxy17C8/00010.wav	id10270/GWXujl-xAVM/00013.wav	1	0.695706
id10270/5r0dWxy17C8/00010.wav	id10302/VRCidrXwd1s/00020.wav	0	-0.087726
id10270/5r0dWxy17C8/00010.wav	id10270/OhfKF8FSq3Y/00005.wav	1	0.675903
id10270/5r0dWxy17C8/00010.wav	id10305/19OCRADWjgA/00006.wav	0	0.137170
id10270/5r0dWxy17C8/00011.wav	id10270/OhfKF8FSq3Y/00002.wav	1	0.576121
id10270/5r0dWxy17C8/00011.wav	id10287/RfDogGJ-UnM/00002.wav	0	-0.010034
id10270/5r0dWxy17C8/00011.wav	id10270/GWXujl-xAVM/00007.wav	1	0.524678
id10270/5r0dWxy17C8/00011.wav	id10307/ZNT2uhs3jF4/00001.wav	0	0.125231
id10270/5r0dWxy17C8/00011.wav	id10270/8jEAjG6SegY/00032.wav	1	0.559617
id10270/5r0dWxy17C8/00011.wav	id10309/3qX7bbJ17lY/00001.wav	0	-0.028397
id10270/5r0dWxy17C8/00011.wav	id10270/8jEAjG6SegY/00035.wav	1	0.628926
id10270/5r0dWxy17C8/00011.wav	id10276/YloBWJxXzMI/00003.wav	0	-0.058196
id10270/5r0dWxy17C8/00012.wav	id10270/8jEAjG6SegY/00004.wav	1	0.612882
id10270/5r0dWxy17C8/00012.wav	id10306/C3AhSlYJd3w/00007.wav	0	0.139759
id10270/5r0dWxy17C8/00012.wav	id10270/GWXujl-xAVM/00053.wav	1	0.521549
id10270/5r0dWxy17C8/00012.wav	id10300/8EDKH42GZ1o/00027.wav	0	-0.061743
id10270/5r0dWxy17C8/00012.wav	id10270/GWXujl-xAVM/00027.wav	1	0.555358
id10270/5r0dWxy17C8/00012.wav	id10274/L9q6XabEpEI/00007.wav	0	-0.002590
id10270/5r0dWxy17C8/00012.wav	id10270/OmSWVqpb-N0/00001.wav	1	0.714063
id10270/5r0dWxy17C8/00012.wav	id10282/Zbz058o9j6s/00005.wav	0	0.025570
id10270/5r0dWxy17C8/00013.wav	id10270/8jEAjG6SegY/00007.wav	1	0.670738
id10270/5r0dWxy17C8/00013.wav	id10281/RDFdX3VxjUQ/00007.wav	0	-0.000133
id10270/5r0dWxy17C8/00013.wav	id10270/5r0dWxy17C8/00012.wav	1	0.735675
id10270/5r0dWxy17C8/00013.wav	id10305/ZLzkvnq0JxI/00003.wav	0	-0.090308
id10270/5r0dWxy17C8/00013.wav	id10270/GWXujl-xAVM/00055.wav	1	0.383058
id10270/5r0dWxy17C8/00013.wav	id10278/fvX1Vtx3sNo/00004.wav	0	0.002656
id10270/5r0dWxy17C8/00013.wav	id10270/8jEAjG6SegY/00001.wav	1	0.701987
id10270/5r0dWxy17C8/00013.wav	id10306/ehwAeTUqH0s/00008.wav	0	0.018161
id10270/5r0dWxy17C8/00014.wav	id10270/5r0dWxy17C8/00004.wav	1	0.676821
id10270/5r0dWxy17C8/00014.wav	id10307/IASj5B-pAyM/00002.wav	0	0.027046
id10270/5r0dWxy17C8/00014.wav	id10270/GWXujl-xAVM/00009.wav	1	0.740754
id10270/5r0dWxy17C8/00014.wav	id10288/JzNVSA7eFwc/00003.wav	0	0.005903
id10270/5r0dWxy17C8/00014.wav	id10270/8jEAjG6SegY/00023.wav	1	0.645706
id10270/5r0dWxy17C8/00014.wav	id10276/CAhGBfTmCHw/00003.wav	0	0.088822
id10270/5r0dWxy17C8/00014.wav	id10270/8jEAjG6SegY/00031.wav	1	0.549553
id10270/5r0dWxy17C8/00014.wav	id10271/gO805KoL2RM/00003.wav	0	0.033895
id10270/5r0dWxy17C8/00015.wav	id10270/GWXujl-xAVM/00006.wav	1	0.425771
id10270/5r0dWxy17C8/00015.wav	id10302/VRCidrXwd1s/00023.wav	0	-0.134627
id10270/5r0dWxy17C8/00015.wav	id10270/8jEAjG6SegY/00008.wav	1	0.453646
id10270/5r0dWxy17C8/00015.wav	id10302/ekqJava7sdE/00004.wav	0	-0.056615
id10270/5r0dWxy17C8/00015.wav	id10270/5r0dWxy17C8/00013.wav	1	0.634843
id10270/5r0dWxy17C8/00015.wav	id10294/VweNonqOdrE/00009.wav	0	0.042757
id10270/5r0dWxy17C8/00015.wav	id10270/GWXujl-xAVM/00031.wav	1	0.404932
id10270/5r0dWxy17C8/00015.wav	id10292/2qlrpSAc9Xs/00011.wav	0	0.003985
id10270/5r0dWxy17C8/00016.wav	id10270/5r0dWxy17C8/00004.wav	1	0.719621
id10270/5r0dWxy17C8/00016.wav	id10271/PfcJLmkhGbk/00001.wav	0	0.143015
id10270/5r0dWxy17C8/00016.wav	id10270/GWXujl-xAVM/00037.wav	1	0.587178
id10270/5r0dWxy17C8/00016.wav	id10281/RDFdX3VxjUQ/00004.wav	0	-0.109902
id10270/5r0dWxy17C8/00016.wav	id10270/8jEAjG6SegY/00037.wav	1	0.608580
id10270/5r0dWxy17C8/00016.wav	id10294/PfQFgX_pBfU/00001.wav	0	-0.007816
id10270/5r0dWxy17C8/00016.wav	id10270/8jEAjG6SegY/00035.wav	1	0.607132
id10270/5r0dWxy17C8/00016.wav	id10292/57KbI2UvGss/00018.wav	0	-0.007703
id10270/5r0dWxy17C8/00017.wav	id10270/5r0dWxy17C8/00010.wav	1	0.665841
id10270/5r0dWxy17C8/00017.wav	id10284/7yx9A0yzLYk/00043.wav	0	0.265130
id10270/5r0dWxy17C8/00017.wav	id10270/GWXujl-xAVM/00042.wav	1	0.572662
id10270/5r0dWxy17C8/00017.wav	id10292/KgY2xhg4Tqk/00002.wav	0	-0.072401
id10270/5r0dWxy17C8/00017.wav	id10270/8jEAjG6SegY/00016.wav	1	0.523398
id10270/5r0dWxy17C8/00017.wav	id10289/8l5ZnDf-FUA/00013.wav	0	0.128988
id10270/5r0dWxy17C8/00017.wav	id10270/GWXujl-xAVM/00054.wav	1	0.523863
id10270/5r0dWxy17C8/00017.wav	id10283/r9-0pljhZqs/00012.wav	0	-0.159582
id10270/5r0dWxy17C8/00018.wav	id10270/8jEAjG6SegY/00029.wav	1	0.430967
id10270/5r0dWxy17C8/00018.wav	id10307/p_ifY8mUFBM/00001.wav	0	0.143302
id10270/5r0dWxy17C8/00018.wav	id10270/8jEAjG6SegY/00005.wav	1	0.525060
id10270/5r0dWxy17C8/00018.wav	id10275/CVUXDNZzcmA/00010.wav	0	-0.012145
id10270/5r0dWxy17C8/00018.wav	id10270/5r0dWxy17C8/00024.wav	1	0.797203
id10270/5r0dWxy17C8/00018.wav	id10294/WJPpL58RruA/00003.wav	0	0.101010
id10270/5r0dWxy17C8/00018.wav	id10270/OXdd7Gmluts/00003.wav	1	0.474962
id10270/5r0dWxy17C8/00018.wav	id10273/Ed918auNI0Y/00005.wav	0	0.145560
id10270/5r0dWxy17C8/00019.wav	id10270/8jEAjG6SegY/00009.wav	1	0.659169
id10270/5r0dWxy17C8/00019.wav	id10290/VYk_DxNl_T8/00001.wav	0	-0.099285
id10270/5r0dWxy17C8/00019.wav	id10270/5r0dWxy17C8/00014.wav	1	0.755879
id10270/5r0dWxy17C8/00019.wav	id10279/4Q1IvdayPR8/00010.wav	0	-0.027829
id10270/5r0dWxy17C8/00019.wav	id10270/8jEAjG6SegY/00028.wav	1	0.634860
id10270/5r0dWxy17C8/00019.wav	id10304/Zjzoo3L9Oto/00001.wav	0	-0.014247
id10270/5r0dWxy17C8/00019.wav	id10270/GWXujl-xAVM/00025.wav	1	0.666866
id10270/5r0dWxy17C8/00019.wav	id10295/NLyQte6Mhj0/00001.wav	0	-0.029003
id10270/5r0dWxy17C8/00020.wav	id10270/GWXujl-xAVM/00037.wav	1	0.497726
id10270/5r0dWxy17C8/00020.wav	id10281/RDFdX3VxjUQ/00026.wav	0	-0.151540
id10270/5r0dWxy17C8/00020.wav	id10270/GWXujl-xAVM/00050.wav	1	0.602284
id10270/5r0dWxy17C8/00020.wav	id10282/neQO6_CUY4w/00003.wav	0	-0.187643
id10270/5r0dWxy17C8/00020.wav	id10270/8jEAjG6SegY/00038.wav	1	0.426027
id10270/5r0dWxy17C8/00020.wav	id10305/Piw0wvQbpnQ/00004.wav	0	0.095601
id10270/5r0dWxy17C8/00020.wav	id10270/OhfKF8FSq3Y/00001.wav	1	0.468435
id10270/5r0dWxy17C8/00020.wav	id10309/qFrRfhWombs/00017.wav	0	-0.012013
id10270/5r0dWxy17C8/00021.wav	id10270/GWXujl-xAVM/00036.wav	1	0.543870
id10270/5r0dWxy17C8/00021.wav	id10283/oGZsanLiXsY/00002.wav	0	-0.179216
id10270/5r0dWxy17C8/00021.wav	id10270/8jEAjG6SegY/00015.wav	1	0.604245
id10270/5r0dWxy17C8/00021.wav	id10291/uiBjIKX_0l8/00002.wav	0	-0.007044
id10270/5r0dWxy17C8/00021.wav	id10270/GWXujl-xAVM/00042.wav	1	0.578471
id10270/5r0dWxy17C8/00021.wav	id10295/NZvythQO-SM/00002.wav	0	-0.081519
id10270/5r0dWxy17C8/00021.wav	id10270/5r0dWxy17C8/00010.wav	1	0.686739
id10270/5r0dWxy17C8/00021.wav	id10283/vaK4t1-WD4M/00025.wav	0	-0.077052
id10270/5r0dWxy17C8/00022.wav	id10270/x6uYqmx31kE/00005.wav	1	0.618649
id10270/5r0dWxy17C8/00022.wav	id10274/xbGp2KSUr0E/00004.wav	0	0.002315
id10270/5r0dWxy17C8/00022.wav	id10270/8jEAjG6SegY/00007.wav	1	0.630180
id10270/5r0dWxy17C8/00022.wav	id10284/7yx9A0yzLYk/00024.wav	0	0.212580
id10270/5r0dWxy17C8/00022.wav	id10270/5r0dWxy17C8/00026.wav	1	0.711950
id10270/5r0dWxy17C8/00022.wav	id10298/DWT9P35cXT4/00008.wav	0	0.098191
id10270/5r0dWxy17C8/00022.wav	id10270/8jEAjG6SegY/00018.wav	1	0.588682
id10270/5r0dWxy17C8/00022.wav	id10293/Mp1IXRquJ9s/00006.wav	0	0.076724
id10270/5r0dWxy17C8/00023.wav	id10270/GWXujl-xAVM/00041.wav	1	0.677251
id10270/5r0dWxy17C8/00023.wav	id10307/cR5FfR4TbEI/00005.wav	0	0.077146
id10270/5r0dWxy17C8/00023.wav	id10270/GWXujl-xAVM/00032.wav	1	0.698783
id10270/5r0dWxy17C8/00023.wav	id10283/oGZsanLiXsY/00001.wav	0	-0.106015
id10270/5r0dWxy17C8/00023.wav	id10270/8jEAjG6SegY/00004.wav	1	0.725341
id10270/5r0dWxy17C8/00023.wav	id10283/gAKHqHbNt2g/00004.wav	0	-0.051072
id10270/5r0dWxy17C8/00023.wav	id10270/GWXujl-xAVM/00040.wav	1	0.722110
id10270/5r0dWxy17C8/00023.wav	id10279/f0I1IC6DJfo/00002.wav	0	-0.029702
id10270/5r0dWxy17C8/00024.wav	id10270/5r0dWxy17C8/00002.wav	1	0.675210
id10270/5r0dWxy17C8/00024.wav	id10304/JQtDfEz08aU/00022.wav	0	-0.106065
id10270/5r0dWxy17C8/00024.wav	id10270/8jEAjG6SegY/00038.wav	1	0.518244
id10270/5r0dWxy17C8/00024.wav	id10292/3kzw8lTcUBU/00012.wav	0	-0.049859
id10270/5r0dWxy17C8/00024.wav	id10270/5r0dWxy17C8/00013.wav	1	0.720497
id10270/5r0dWxy17C8/00024.wav	id10286/ZAK9gLYNqPs/00004.wav	0	-0.002672
id10270/5r0dWxy17C8/00024.wav	id10270/OhfKF8FSq3Y/00005.wav	1	0.611570
id10270/5r0dWxy17C8/00024.wav	id10295/NZvythQO-SM/00002.wav	0	-0.192100
id10270/5r0dWxy17C8/00025.wav	id10270/GWXujl-xAVM/00011.wav	1	0.525490
id10270/5r0dWxy17C8/00025.wav	id10276/AjY0B7kh_-k/00004.wav	0	0.056105
id10270/5r0dWxy17C8/00025.wav	id10270/5r0dWxy17C8/00016.wav	1	0.746592
id10270/5r0dWxy17C8/00025.wav	id10276/wVIZhnJ79sI/00004.wav	0	0.079958
id10270/5r0dWxy17C8/00025.wav	id10270/8jEAjG6SegY/00029.wav	1	0.460070
id10270/5r0dWxy17C8/00025.wav	id10290/dDnqp9503Mg/00006.wav	0	-0.070697
id10270/5r0dWxy17C8/00025.wav	id10270/GWXujl-xAVM/00034.wav	1	0.667228
id10270/5r0dWxy17C8/00025.wav	id10302/VRCidrXwd1s/00026.wav	0	-0.119835
id10270/5r0dWxy17C8/00026.wav	id10270/x6uYqmx31kE/00004.wav	1	0.655439
id10270/5r0dWxy17C8/00026.wav	id10283/vaK4t1-WD4M/00031.wav	0	0.065696
id10270/5r0dWxy17C8/00026.wav	id10270/OhfKF8FSq3Y/00005.wav	1	0.577715
id10270/5r0dWxy17C8/00026.wav	id10299/IwB3vu418E4/00005.wav	0	-0.212342
id10270/5r0dWxy17C8/00026.wav	id10270/GWXujl-xAVM/00025.wav	1	0.610025
id10270/5r0dWxy17C8/00026.wav	id10294/1l9B0dz7gjc/00011.wav	0	0.020037
id10270/5r0dWxy17C8/00026.wav	id10270/5r0dWxy17C8/00016.wav	1	0.756130
id10270/5r0dWxy17C8/00026.wav	id10277/znxUWA2QAGs/00005.wav	0	-0.055280
id10270/5r0dWxy17C8/00027.wav	id10270/GWXujl-xAVM/00010.wav	1	0.732750
id10270/5r0dWxy17C8/00027.wav	id10289/fGlKVvjgUdY/00006.wav	0	-0.046482
id10270/5r0dWxy17C8/00027.wav	id10270/GWXujl-xAVM/00004.wav	1	0.559341
id10270/5r0dWxy17C8/00027.wav	id10299/IwB3vu418E4/00008.wav	0	-0.106014
id10270/5r0dWxy17C8/00027.wav	id10270/8jEAjG6SegY/00033.wav	1	0.688519
id10270/5r0dWxy17C8/00027.wav	id10298/hjvQiiG71rM/00012.wav	0	0.093766
id10270/5r0dWxy17C8/00027.wav	id10270/GWXujl-xAVM/00034.wav	1	0.734933
id10270/5r0dWxy17C8/00027.wav	id10302/VRCidrXwd1s/00039.wav	0	-0.095439
id10270/5sJomL_D0_g/00001.wav	id10270/5r0dWxy17C8/00027.wav	1	0.686498
id10270/5sJomL_D0_g/00001.wav	id10292/KgY2xhg4Tqk/00013.wav	0	-0.070027
id10270/5sJomL_D0_g/00001.wav	id10270/GWXujl-xAVM/00052.wav	1	0.652120
id10270/5sJomL_D0_g/00001.wav	id10306/5jsUg3uxG-E/00005.wav	0	-0.032974
id10270/5sJomL_D0_g/00001.wav	id10270/GWXujl-xAVM/00044.wav	1	0.705859
id10270/5sJomL_D0_g/00001.wav	id10291/7lrVxsJOOZ4/00001.wav	0	-0.043859
id10270/5sJomL_D0_g/00001.wav	id10270/GWXujl-xAVM/00015.wav	1	0.659556
id10270/5sJomL_D0_g/00001.wav	id10300/Fi8lnFPYgII/00002.wav	0	0.018406
id10270/5sJomL_D0_g/00002.wav	id10270/GWXujl-xAVM/00001.wav	1	0.595360
id10270/5sJomL_D0_g/00002.wav	id10282/Q5fbv-Wyj7k/00003.wav	0	-0.127350
id10270/5sJomL_D0_g/00002.wav	id10270/5r0dWxy17C8/00010.wav	1	0.593184
id10270/5sJomL_D0_g/00002.wav	id10305/nJbBcMdxQU4/00018.wav	0	0.067628
id10270/5sJomL_D0_g/00002.wav	id10270/GWXujl-xAVM/00012.wav	1	0.620702
id10270/5sJomL_D0_g/00002.wav	id10286/Qkll9n7U5ak/00011.wav	0	-0.041223
id10270/5sJomL_D0_g/00002.wav	id10270/GWXujl-xAVM/00021.wav	1	0.660417
id10270/5sJomL_D0_g/00002.wav	id10283/SwMoq9ZHxpw/00005.wav	0	-0.019689
id10270/8jEAjG6SegY/00001.wav	id10270/8jEAjG6SegY/00021.wav	1	0.802604
id10270/8jEAjG6SegY/00001.wav	id10278/x5dqrDlwxR4/00008.wav	0	-0.064766
id10270/8jEAjG6SegY/00001.wav	id10270/GWXujl-xAVM/00041.wav	1	0.710550
id10270/8jEAjG6SegY/00001.wav	id10307/yUv37vQWmzE/00005.wav	0	0.222211
id10270/8jEAjG6SegY/00001.wav	id10270/GWXujl-xAVM/00022.wav	1	0.778652
id10270/8jEAjG6SegY/00001.wav	id10300/8Sz2-IYJ2GA/00016.wav	0	0.038677
id10270/8jEAjG6SegY/00001.wav	id10270/GWXujl-xAVM/00009.wav	1	0.606075
id10270/8jEAjG6SegY/00001.wav	id10286/DPPq8w5ILrA/00002.wav	0	0.075970
id10270/8jEAjG6SegY/00002.wav	id10270/GWXujl-xAVM/00017.wav	1	0.765989
