utt1	utt2	trial_type	score
LA_0015	LA_E_3609176	target	0.691070
LA_0015	LA_E_2797984	target	0.782598
LA_0015	LA_E_4070715	target	0.737409
LA_0015	LA_E_3337172	target	0.610615
LA_0015	LA_E_9274391	target	0.584220
LA_0015	LA_E_4743748	target	0.718483
LA_0015	LA_E_8744591	target	0.675522
LA_0015	LA_E_4855462	target	0.822780
LA_0015	LA_E_7098982	target	0.643896
LA_0015	LA_E_6426659	target	0.727192
LA_0015	LA_E_2885805	target	0.804057
LA_0015	LA_E_8919485	target	0.594277
LA_0015	LA_E_6197004	target	0.678049
LA_0015	LA_E_1171007	target	0.731378
LA_0015	LA_E_7401655	target	0.694091
LA_0005	LA_E_1792407	target	0.635960
LA_0005	LA_E_6457267	target	0.673010
LA_0005	LA_E_4370795	target	0.529840
LA_0005	LA_E_9951298	target	0.840639
LA_0005	LA_E_6715486	target	0.782962
LA_0005	LA_E_8568506	target	0.767185
LA_0005	LA_E_7578678	target	0.718928
LA_0005	LA_E_2178959	target	0.629034
LA_0005	LA_E_5468092	target	0.725249
LA_0005	LA_E_4921261	target	0.796659
LA_0005	LA_E_4710355	target	0.728031
LA_0005	LA_E_5386544	target	0.488451
LA_0005	LA_E_1948520	target	0.674630
LA_0005	LA_E_2972010	target	0.695594
LA_0005	LA_E_7068569	target	0.672383
LA_0005	LA_E_8979645	target	0.820276
LA_0005	LA_E_8275656	target	0.754164
LA_0005	LA_E_2851681	target	0.801871
LA_0005	LA_E_7035803	target	0.680701
LA_0005	LA_E_9780006	target	0.688481
LA_0005	LA_E_6051018	target	0.844504
LA_0005	LA_E_6328688	target	0.895096
LA_0005	LA_E_4915224	target	0.690879
LA_0005	LA_E_2667571	target	0.706380
LA_0005	LA_E_1131212	target	0.791915
LA_0005	LA_E_1262130	target	0.792478
LA_0005	LA_E_8021889	target	0.653006
LA_0005	LA_E_6766301	target	0.814816
LA_0005	LA_E_3685591	target	0.762525
LA_0005	LA_E_1701685	target	0.848410
LA_0005	LA_E_1995837	target	0.619818
LA_0005	LA_E_7789627	target	0.688108
LA_0005	LA_E_4342440	target	0.755355
LA_0005	LA_E_8128704	target	0.749694
LA_0005	LA_E_1855049	target	0.799198
LA_0005	LA_E_5111290	target	0.675269
LA_0005	LA_E_7262697	target	0.713948
LA_0005	LA_E_1524020	target	0.809352
LA_0005	LA_E_3607644	target	0.676266
LA_0005	LA_E_7194604	target	0.822457
LA_0005	LA_E_5591261	target	0.653272
LA_0005	LA_E_5295660	target	0.724876
LA_0005	LA_E_4418902	target	0.537546
LA_0005	LA_E_3031829	target	0.551893
LA_0005	LA_E_8275122	target	0.559444
LA_0005	LA_E_7438598	target	0.738861
LA_0005	LA_E_9631910	target	0.637915
LA_0005	LA_E_7861482	target	0.783169
LA_0005	LA_E_8896461	target	0.763200
LA_0005	LA_E_4292147	target	0.840180
LA_0005	LA_E_1309520	target	0.789815
LA_0005	LA_E_4254505	target	0.803388
LA_0005	LA_E_9404238	target	0.773677
LA_0005	LA_E_3639091	target	0.724286
LA_0005	LA_E_5975050	target	0.546282
LA_0005	LA_E_1528765	target	0.607804
LA_0005	LA_E_3137177	target	0.758801
LA_0005	LA_E_8039264	target	0.862867
LA_0005	LA_E_8218689	target	0.747449
LA_0005	LA_E_5784662	target	0.651644
LA_0005	LA_E_9715681	target	0.818277
LA_0005	LA_E_8040206	target	0.821292
LA_0005	LA_E_1275973	target	0.778287
LA_0005	LA_E_9021464	target	0.691461
LA_0005	LA_E_7374906	target	0.783533
LA_0005	LA_E_8106858	target	0.651815
LA_0005	LA_E_7601805	target	0.578643
LA_0005	LA_E_9402589	target	0.735186
LA_0023	LA_E_9296375	target	0.649133
LA_0023	LA_E_2462161	target	0.768468
LA_0023	LA_E_2263636	target	0.400205
LA_0023	LA_E_1753551	target	0.814937
LA_0023	LA_E_8830777	target	0.799542
LA_0023	LA_E_8340119	target	0.582216
LA_0023	LA_E_6894662	target	0.767668
LA_0023	LA_E_5245205	target	0.726431
LA_0023	LA_E_4926497	target	0.718665
LA_0023	LA_E_1835912	target	0.678001
LA_0023	LA_E_6862434	target	0.803719
LA_0023	LA_E_7182477	target	0.846841
LA_0023	LA_E_6078245	target	0.728266
LA_0023	LA_E_9035219	target	0.740289
LA_0023	LA_E_8041591	target	0.775341
LA_0023	LA_E_2607963	target	0.656347
LA_0023	LA_E_8085622	target	0.782270
LA_0023	LA_E_3992724	target	0.824895
LA_0023	LA_E_6568700	target	0.770257
LA_0023	LA_E_7105936	target	0.641035
LA_0023	LA_E_9903986	target	0.778740
LA_0023	LA_E_4167344	target	0.776549
LA_0023	LA_E_6422459	target	0.657331
LA_0023	LA_E_3453755	target	0.748369
LA_0023	LA_E_5171892	target	0.489274
LA_0023	LA_E_4011705	target	0.764469
LA_0023	LA_E_9158742	target	0.700065
LA_0023	LA_E_9239657	target	0.698422
LA_0023	LA_E_9811273	target	0.781946
LA_0023	LA_E_8619575	target	0.784381
LA_0023	LA_E_3231617	target	0.694845
LA_0023	LA_E_5441243	target	0.658295
LA_0023	LA_E_3605070	target	0.689167
LA_0023	LA_E_5037495	target	0.731224
LA_0023	LA_E_9195705	target	0.643593
LA_0023	LA_E_6421290	target	0.681202
LA_0023	LA_E_4672101	target	0.766337
LA_0023	LA_E_5807684	target	0.761828
LA_0023	LA_E_6883200	target	0.730097
LA_0023	LA_E_9944725	target	0.433726
LA_0023	LA_E_5115178	target	0.807839
LA_0023	LA_E_7875012	target	0.687872
LA_0023	LA_E_8422389	target	0.629849
LA_0023	LA_E_3867621	target	0.740459
LA_0023	LA_E_2243145	target	0.684890
LA_0023	LA_E_3601789	target	0.652774
LA_0023	LA_E_5290608	target	0.718570
LA_0023	LA_E_8296247	target	0.571653
LA_0023	LA_E_5818343	target	0.743889
LA_0023	LA_E_1268248	target	0.810265
LA_0023	LA_E_2733152	target	0.677314
LA_0023	LA_E_9192600	target	0.640538
LA_0023	LA_E_6253660	target	0.604673
LA_0023	LA_E_5410520	target	0.672966
LA_0023	LA_E_1125558	target	0.810579
LA_0023	LA_E_9228105	target	0.732512
LA_0023	LA_E_4287383	target	0.733369
LA_0023	LA_E_6166417	target	0.618972
LA_0023	LA_E_7409931	target	0.801104
LA_0023	LA_E_3231699	target	0.663065
LA_0023	LA_E_3447697	target	0.746989
LA_0023	LA_E_3398194	target	0.827882
LA_0023	LA_E_3798067	target	0.761292
LA_0023	LA_E_8052268	target	0.512717
LA_0023	LA_E_3337114	target	0.558579
LA_0023	LA_E_9128043	target	0.722965
LA_0023	LA_E_4493099	target	0.716336
LA_0023	LA_E_6661039	target	0.792015
LA_0030	LA_E_5194251	target	0.748447
LA_0030	LA_E_7802977	target	0.896062
LA_0030	LA_E_4849025	target	0.708777
LA_0030	LA_E_5538281	target	0.565497
LA_0030	LA_E_4290803	target	0.692610
LA_0030	LA_E_8978645	target	0.822099
LA_0030	LA_E_2321550	target	0.462446
LA_0030	LA_E_1677476	target	0.762605
LA_0030	LA_E_1349899	target	0.580460
LA_0030	LA_E_5813102	target	0.709177
LA_0030	LA_E_5105422	target	0.816988
LA_0030	LA_E_9138143	target	0.800757
LA_0030	LA_E_5599612	target	0.790927
LA_0030	LA_E_1832737	target	0.601349
LA_0030	LA_E_6729874	target	0.691806
LA_0030	LA_E_2880944	target	0.788228
LA_0030	LA_E_9304032	target	0.785165
LA_0030	LA_E_4591949	target	0.783301
LA_0030	LA_E_9131748	target	0.613894
LA_0030	LA_E_6244201	target	0.745524
LA_0030	LA_E_3605433	target	0.783579
LA_0030	LA_E_6164877	target	0.878252
LA_0030	LA_E_8759733	target	0.763701
LA_0030	LA_E_6977335	target	0.562376
LA_0030	LA_E_5433316	target	0.816318
LA_0030	LA_E_2705382	target	0.806450
LA_0030	LA_E_4681417	target	0.745637
LA_0030	LA_E_3486569	target	0.752007
LA_0030	LA_E_8471757	target	0.782598
LA_0030	LA_E_5688418	target	0.836159
LA_0030	LA_E_9974994	target	0.751603
LA_0030	LA_E_8334807	target	0.873578
LA_0030	LA_E_2143030	target	0.461493
LA_0030	LA_E_4650657	target	0.622673
LA_0030	LA_E_2537412	target	0.740630
LA_0030	LA_E_3651064	target	0.825151
LA_0030	LA_E_1542340	target	0.783869
LA_0030	LA_E_4906680	target	0.635073
LA_0030	LA_E_1115388	target	0.801935
LA_0030	LA_E_5849185	target	0.818034
LA_0030	LA_E_5422586	target	0.665602
LA_0030	LA_E_5072416	target	0.791568
LA_0030	LA_E_6179064	target	0.671384
LA_0030	LA_E_8564951	target	0.880594
LA_0030	LA_E_3698964	target	0.672371
LA_0030	LA_E_5431050	target	0.649052
LA_0030	LA_E_8309251	target	0.646160
LA_0030	LA_E_2567553	target	0.839540
LA_0030	LA_E_3512557	target	0.770308
LA_0030	LA_E_4461727	target	0.819443
LA_0030	LA_E_7252577	target	0.692744
LA_0030	LA_E_7012733	target	0.733823
LA_0030	LA_E_6011449	target	0.735134
LA_0030	LA_E_5449533	target	0.781509
LA_0030	LA_E_6947941	target	0.804992
LA_0030	LA_E_5801034	target	0.831933
LA_0030	LA_E_8676989	target	0.828080
LA_0030	LA_E_2674395	target	0.772609
LA_0030	LA_E_3490717	target	0.744851
LA_0030	LA_E_7442247	target	0.724536
LA_0030	LA_E_5862506	target	0.801356
LA_0030	LA_E_9741169	target	0.540240
LA_0030	LA_E_7893685	target	0.806655
LA_0030	LA_E_6655151	target	0.770409
LA_0030	LA_E_3519809	target	0.861885
LA_0030	LA_E_7758062	target	0.752287
LA_0030	LA_E_7433722	target	0.703570
LA_0030	LA_E_7993804	target	0.507891
LA_0048	LA_E_4587922	target	0.771308
LA_0048	LA_E_8911052	target	0.716461
LA_0048	LA_E_3651892	target	0.684308
LA_0048	LA_E_4170882	target	0.792976
LA_0048	LA_E_6304925	target	0.755062
LA_0048	LA_E_1924286	target	0.564985
LA_0048	LA_E_8967153	target	0.688160
LA_0048	LA_E_7551031	target	0.788231
LA_0048	LA_E_9283845	target	0.705354
LA_0048	LA_E_4794129	target	0.705559
LA_0048	LA_E_1102017	target	0.662505
LA_0048	LA_E_8030705	target	0.694920
LA_0048	LA_E_5030474	target	0.708759
LA_0048	LA_E_2510960	target	0.643498
LA_0048	LA_E_3718422	target	0.786843
LA_0048	LA_E_7230067	target	0.717932
LA_0048	LA_E_3338897	target	0.769742
LA_0048	LA_E_7727382	target	0.674697
LA_0048	LA_E_9270727	target	0.789990
LA_0048	LA_E_7093974	target	0.764080
LA_0048	LA_E_1905249	target	0.661531
LA_0048	LA_E_7318100	target	0.688232
LA_0048	LA_E_7823436	target	0.504911
LA_0048	LA_E_8079750	target	0.751345
LA_0048	LA_E_5373692	target	0.637302
LA_0048	LA_E_9160782	target	0.620918
LA_0048	LA_E_9337825	target	0.743688
LA_0048	LA_E_6352182	target	0.462075
LA_0048	LA_E_1890409	target	0.667861
LA_0048	LA_E_9127222	target	0.736166
LA_0048	LA_E_3301446	target	0.530695
LA_0048	LA_E_5641828	target	0.644098
LA_0048	LA_E_4201007	target	0.643401
LA_0048	LA_E_2329497	target	0.547009
LA_0048	LA_E_4093138	target	0.497170
LA_0048	LA_E_2253129	target	0.749633
LA_0048	LA_E_9689975	target	0.687312
LA_0048	LA_E_5274888	target	0.678551
LA_0048	LA_E_3830566	target	0.621184
LA_0048	LA_E_4379125	target	0.760136
LA_0048	LA_E_8566590	target	0.589564
LA_0048	LA_E_4479093	target	0.745238
LA_0048	LA_E_9687809	target	0.766162
LA_0048	LA_E_6676712	target	0.643702
LA_0048	LA_E_7130668	target	0.727492
LA_0048	LA_E_5987899	target	0.639469
LA_0048	LA_E_5743997	target	0.692656
LA_0048	LA_E_5346350	target	0.663700
LA_0048	LA_E_2507697	target	0.797201
LA_0048	LA_E_2567147	target	0.575883
LA_0048	LA_E_2542833	target	0.721563
LA_0048	LA_E_9120595	target	0.452278
LA_0048	LA_E_8436090	target	0.778134
LA_0048	LA_E_7321687	target	0.499143
LA_0048	LA_E_5002409	target	0.696156
LA_0048	LA_E_6265563	target	0.782062
LA_0048	LA_E_5320135	target	0.668530
LA_0048	LA_E_1314263	target	0.762026
LA_0048	LA_E_1330872	target	0.622240
LA_0048	LA_E_3534648	target	0.755056
LA_0048	LA_E_8092409	target	0.663327
LA_0048	LA_E_8624195	target	0.723712
LA_0048	LA_E_9488909	target	0.729296
LA_0048	LA_E_5898586	target	0.734410
LA_0048	LA_E_3070188	target	0.805844
LA_0048	LA_E_5344962	target	0.562919
LA_0048	LA_E_5074188	target	0.770063
LA_0048	LA_E_3817897	target	0.742192
LA_0002	LA_E_1398372	target	0.710255
LA_0002	LA_E_1860681	target	0.624158
LA_0002	LA_E_7194580	target	0.672629
LA_0002	LA_E_6199020	target	0.640190
LA_0002	LA_E_5307744	target	0.699191
LA_0002	LA_E_7657129	target	0.729437
LA_0002	LA_E_5030016	target	0.721550
LA_0002	LA_E_1867670	target	0.695923
LA_0002	LA_E_3368858	target	0.622930
LA_0002	LA_E_6901139	target	0.627131
LA_0002	LA_E_2520750	target	0.649241
LA_0002	LA_E_6033711	target	0.690116
LA_0002	LA_E_7617702	target	0.768987
LA_0002	LA_E_7604296	target	0.816541
LA_0002	LA_E_3422350	target	0.551612
LA_0002	LA_E_4332811	target	0.735999
LA_0002	LA_E_1635576	target	0.676667
LA_0002	LA_E_7627670	target	0.787110
LA_0002	LA_E_3098275	target	0.645279
LA_0002	LA_E_7701924	target	0.682920
LA_0002	LA_E_2284593	target	0.689473
LA_0002	LA_E_8496261	target	0.686052
LA_0002	LA_E_5780271	target	0.747783
LA_0002	LA_E_5138811	target	0.489234
LA_0002	LA_E_1780289	target	0.599642
LA_0002	LA_E_9112290	target	0.644147
LA_0002	LA_E_6008385	target	0.372513
LA_0002	LA_E_4309982	target	0.581471
LA_0002	LA_E_4254696	target	0.687300
LA_0002	LA_E_6813643	target	0.775346
LA_0002	LA_E_6305629	target	0.698084
LA_0002	LA_E_9072241	target	0.558417
LA_0002	LA_E_3795272	target	0.687649
LA_0002	LA_E_1615488	target	0.707140
LA_0002	LA_E_4704632	target	0.636298
LA_0002	LA_E_2650697	target	0.653468
LA_0002	LA_E_9572203	target	0.539585
LA_0002	LA_E_7501127	target	0.529375
LA_0002	LA_E_8228023	target	0.636368
LA_0002	LA_E_5712824	target	0.272805
LA_0002	LA_E_8614623	target	0.563333
LA_0002	LA_E_3318013	target	0.412112
LA_0002	LA_E_9954560	target	0.764714
LA_0002	LA_E_1772509	target	0.634582
LA_0002	LA_E_1251876	target	0.683492
LA_0002	LA_E_5091019	target	0.699554
LA_0002	LA_E_8785717	target	0.610457
LA_0002	LA_E_6970561	target	0.606695
LA_0002	LA_E_1616681	target	0.668114
LA_0002	LA_E_8748336	target	0.474308
LA_0002	LA_E_5551913	target	0.641522
LA_0002	LA_E_5224168	target	0.800637
LA_0002	LA_E_2195300	target	0.721024
LA_0002	LA_E_1421210	target	0.749602
LA_0002	LA_E_8545247	target	0.091916
LA_0002	LA_E_9585213	target	0.703814
LA_0002	LA_E_2427518	target	0.649630
LA_0002	LA_E_6445022	target	0.710088
LA_0002	LA_E_5059037	target	0.812400
LA_0002	LA_E_3758571	target	0.560031
LA_0002	LA_E_9042404	target	0.543136
LA_0002	LA_E_1214304	target	0.755491
LA_0002	LA_E_9493941	target	0.512924
LA_0002	LA_E_1952207	target	0.642711
LA_0002	LA_E_2999092	target	0.558221
LA_0002	LA_E_8560414	target	0.611342
LA_0002	LA_E_5862458	target	0.564760
LA_0002	LA_E_3002135	target	0.745326
LA_0018	LA_E_2359160	target	0.759249
LA_0018	LA_E_5418332	target	0.827143
LA_0018	LA_E_5169845	target	0.712270
LA_0018	LA_E_4667807	target	0.718289
LA_0018	LA_E_2811571	target	0.837063
LA_0018	LA_E_5988729	target	0.722277
LA_0018	LA_E_2526437	target	0.761655
LA_0018	LA_E_5821734	target	0.831857
LA_0018	LA_E_8280954	target	0.810035
LA_0018	LA_E_5208320	target	0.757223
LA_0018	LA_E_5024985	target	0.684757
LA_0018	LA_E_4534902	target	0.570710
LA_0018	LA_E_9897022	target	0.746392
LA_0018	LA_E_2010621	target	0.721576
LA_0018	LA_E_2349059	target	0.821512
LA_0018	LA_E_3141611	target	0.862744
LA_0018	LA_E_7612094	target	0.689570
LA_0018	LA_E_5731366	target	0.701740
LA_0018	LA_E_5955869	target	0.794394
LA_0018	LA_E_4021922	target	0.872331
LA_0018	LA_E_7072210	target	0.788690
LA_0018	LA_E_4008479	target	0.719580
LA_0018	LA_E_2251050	target	0.810687
LA_0018	LA_E_3950922	target	0.640308
LA_0018	LA_E_7105013	target	0.843187
LA_0018	LA_E_1583855	target	0.869502
LA_0018	LA_E_4795604	target	0.534060
LA_0018	LA_E_1159112	target	0.769146
LA_0018	LA_E_2544037	target	0.779496
LA_0018	LA_E_3660514	target	0.849132
LA_0018	LA_E_6363445	target	0.818871
LA_0018	LA_E_1861903	target	0.811362
LA_0018	LA_E_5976953	target	0.768078
LA_0018	LA_E_3374028	target	0.799481
LA_0018	LA_E_5960574	target	0.844126
LA_0018	LA_E_8136805	target	0.642488
LA_0018	LA_E_4932363	target	0.750545
LA_0018	LA_E_5854042	target	0.810501
LA_0018	LA_E_9168157	target	0.844138
LA_0018	LA_E_6067971	target	0.708785
LA_0018	LA_E_9963611	target	0.923722
LA_0018	LA_E_9864405	target	0.856555
LA_0018	LA_E_9377546	target	0.816873
LA_0018	LA_E_7441195	target	0.694657
LA_0018	LA_E_8531173	target	0.714160
LA_0018	LA_E_7466834	target	0.720428
LA_0018	LA_E_3129676	target	0.751045
LA_0018	LA_E_4631462	target	0.610024
LA_0018	LA_E_7833085	target	0.669741
LA_0018	LA_E_8978611	target	0.765578
LA_0018	LA_E_8478574	target	0.684372
LA_0018	LA_E_8148218	target	0.792490
LA_0018	LA_E_4716734	target	0.730725
LA_0018	LA_E_9301086	target	0.872821
LA_0018	LA_E_1796486	target	0.809888
LA_0018	LA_E_2458279	target	0.712987
LA_0018	LA_E_1061586	target	0.665432
LA_0018	LA_E_9428824	target	0.721467
LA_0018	LA_E_8500356	target	0.786962
LA_0018	LA_E_2696932	target	0.780830
LA_0018	LA_E_1724045	target	0.803722
LA_0018	LA_E_7699318	target	0.688619
LA_0018	LA_E_9297933	target	0.774084
LA_0018	LA_E_4763729	target	0.719066
LA_0018	LA_E_8914377	target	0.556632
LA_0018	LA_E_6507795	target	0.711488
LA_0018	LA_E_4231542	target	0.774822
LA_0018	LA_E_5960307	target	0.822699
LA_0007	LA_E_9750172	target	0.796709
LA_0007	LA_E_4977950	target	0.699249
LA_0007	LA_E_1152151	target	0.754929
LA_0007	LA_E_3761106	target	0.656796
LA_0007	LA_E_6455488	target	0.636434
LA_0007	LA_E_7677304	target	0.782326
LA_0007	LA_E_4992880	target	0.742666
LA_0007	LA_E_6775846	target	0.531960
LA_0007	LA_E_9018476	target	0.705804
LA_0007	LA_E_9821159	target	0.672102
LA_0007	LA_E_8619261	target	0.699880
LA_0007	LA_E_9773369	target	0.638822
LA_0007	LA_E_1571445	target	0.696926
LA_0007	LA_E_8779825	target	0.732221
LA_0007	LA_E_5825028	target	0.615744
LA_0007	LA_E_6476053	target	0.568472
LA_0007	LA_E_3782744	target	0.549363
LA_0007	LA_E_4735197	target	0.743020
LA_0007	LA_E_7584998	target	0.629604
LA_0007	LA_E_3878031	target	0.721642
LA_0007	LA_E_4430867	target	0.709336
LA_0007	LA_E_4156068	target	0.641946
LA_0007	LA_E_5282688	target	0.628588
LA_0007	LA_E_1768467	target	0.697536
LA_0007	LA_E_4693677	target	0.805744
LA_0007	LA_E_1685623	target	0.718968
LA_0007	LA_E_3490952	target	0.641639
LA_0007	LA_E_4620575	target	0.643483
LA_0007	LA_E_9474544	target	0.694114
LA_0007	LA_E_6427745	target	0.799425
LA_0007	LA_E_8584475	target	0.591242
LA_0007	LA_E_7682639	target	0.608173
LA_0007	LA_E_1040380	target	0.621197
LA_0007	LA_E_5739678	target	0.535265
LA_0007	LA_E_7360795	target	0.595366
LA_0007	LA_E_1291046	target	0.760110
LA_0007	LA_E_5209836	target	0.765085
LA_0007	LA_E_7302635	target	0.484150
LA_0007	LA_E_5516580	target	0.762226
LA_0007	LA_E_7080591	target	0.526861
LA_0007	LA_E_2225417	target	0.494636
LA_0007	LA_E_5315670	target	0.762174
LA_0007	LA_E_6158598	target	0.765408
LA_0007	LA_E_1240992	target	0.620407
LA_0007	LA_E_7518630	target	0.760999
LA_0007	LA_E_7194628	target	0.802788
LA_0007	LA_E_9481070	target	0.683316
LA_0007	LA_E_3050200	target	0.686325
LA_0007	LA_E_9104488	target	0.437816
LA_0007	LA_E_8393096	target	0.689438
LA_0007	LA_E_9826877	target	0.597594
LA_0007	LA_E_3052972	target	0.797915
LA_0007	LA_E_5292927	target	0.633168
LA_0007	LA_E_7274399	target	0.759250
LA_0007	LA_E_6938498	target	0.573858
LA_0007	LA_E_3559983	target	0.720209
LA_0007	LA_E_3593479	target	0.626141
LA_0007	LA_E_1887210	target	0.602542
LA_0007	LA_E_1198781	target	0.599537
LA_0007	LA_E_6554695	target	0.703273
LA_0007	LA_E_9512879	target	0.566689
LA_0007	LA_E_1350882	target	0.613412
LA_0007	LA_E_2823148	target	0.697171
LA_0007	LA_E_1298039	target	0.762973
LA_0007	LA_E_7776921	target	0.656222
LA_0007	LA_E_7507043	target	0.692865
LA_0007	LA_E_5835669	target	0.486029
LA_0007	LA_E_2836059	target	0.657849
LA_0003	LA_E_8167989	target	0.725906
LA_0003	LA_E_5034226	target	0.679340
LA_0003	LA_E_7184391	target	0.720752
LA_0003	LA_E_3985144	target	0.620643
LA_0003	LA_E_3549405	target	0.728070
LA_0003	LA_E_6296657	target	0.759401
LA_0003	LA_E_4114636	target	0.594440
LA_0003	LA_E_1335207	target	0.627708
LA_0003	LA_E_7747693	target	0.651208
LA_0003	LA_E_4741108	target	0.686801
LA_0003	LA_E_7086427	target	0.685609
LA_0003	LA_E_9838955	target	0.553928
LA_0003	LA_E_5580573	target	0.567516
LA_0003	LA_E_9660021	target	0.644983
LA_0003	LA_E_5954622	target	0.628883
LA_0003	LA_E_3424035	target	0.629288
LA_0003	LA_E_1337477	target	0.769840
LA_0003	LA_E_1682343	target	0.755892
LA_0003	LA_E_2628908	target	0.590679
LA_0003	LA_E_4732021	target	0.749018
LA_0003	LA_E_8294831	target	0.422044
LA_0003	LA_E_6112790	target	0.617773
LA_0003	LA_E_7977198	target	0.592647
LA_0003	LA_E_4297528	target	0.695739
LA_0003	LA_E_2357550	target	0.484480
LA_0003	LA_E_1048677	target	0.672980
LA_0003	LA_E_2806619	target	0.686347
LA_0003	LA_E_2194928	target	0.581941
LA_0003	LA_E_1580381	target	0.639729
LA_0003	LA_E_3034548	target	0.762123
LA_0003	LA_E_5555369	target	0.621605
LA_0003	LA_E_4144687	target	0.543916
LA_0003	LA_E_4849794	target	0.616150
LA_0003	LA_E_5858403	target	0.591645
LA_0003	LA_E_9321526	target	0.542271
LA_0003	LA_E_9365630	target	0.602685
LA_0003	LA_E_6276864	target	0.696522
LA_0003	LA_E_2488762	target	0.546155
LA_0003	LA_E_5724635	target	0.508536
LA_0003	LA_E_6007467	target	0.461289
LA_0003	LA_E_4884352	target	0.640955
LA_0003	LA_E_1758215	target	0.821899
LA_0003	LA_E_6047769	target	0.599981
LA_0003	LA_E_9170088	target	0.752134
LA_0003	LA_E_3581006	target	0.690611
LA_0003	LA_E_9059753	target	0.736060
LA_0003	LA_E_7560577	target	0.691305
LA_0003	LA_E_6874423	target	0.714286
LA_0003	LA_E_4508021	target	0.724124
LA_0003	LA_E_2088854	target	0.550260
LA_0003	LA_E_8267790	target	0.619138
LA_0003	LA_E_6101046	target	0.708189
LA_0003	LA_E_5385220	target	0.494762
LA_0003	LA_E_6869220	target	0.506355
LA_0003	LA_E_6552123	target	0.496284
LA_0003	LA_E_4819766	target	0.579604
LA_0003	LA_E_9502086	target	0.627796
LA_0003	LA_E_8990213	target	0.606149
LA_0003	LA_E_3338123	target	0.568118
LA_0003	LA_E_4571391	target	0.662622
LA_0003	LA_E_4135438	target	0.657667
LA_0003	LA_E_9394463	target	0.771832
LA_0003	LA_E_4293653	target	0.536435
LA_0003	LA_E_3473577	target	0.587331
LA_0003	LA_E_6338591	target	0.700000
LA_0003	LA_E_3111647	target	0.679597
LA_0003	LA_E_7429904	target	0.521803
LA_0003	LA_E_9204543	target	0.583780
LA_0013	LA_E_7369290	target	0.826611
LA_0013	LA_E_4902696	target	0.709700
LA_0013	LA_E_2144381	target	0.689299
LA_0013	LA_E_7845776	target	0.843529
LA_0013	LA_E_5839040	target	0.497740
LA_0013	LA_E_5272368	target	0.696077
LA_0013	LA_E_7129184	target	0.790099
LA_0013	LA_E_4173552	target	0.821244
LA_0013	LA_E_9968508	target	0.800765
LA_0013	LA_E_2289164	target	0.756105
LA_0013	LA_E_2748065	target	0.828687
LA_0013	LA_E_3136426	target	0.707845
LA_0013	LA_E_8941313	target	0.764745
LA_0013	LA_E_6651738	target	0.808934
LA_0013	LA_E_7574679	target	0.741438
LA_0013	LA_E_6525384	target	0.682147
LA_0013	LA_E_4724621	target	0.839230
LA_0013	LA_E_2499908	target	0.831106
LA_0013	LA_E_9197189	target	0.735374
LA_0013	LA_E_4331653	target	0.783514
LA_0013	LA_E_5068457	target	0.730429
LA_0013	LA_E_9389387	target	0.860102
LA_0013	LA_E_4240833	target	0.775141
